"DATE","YEARMODA","Day","Month","Year","Tmin","Tmax"
2009-02-27,2009227,27,2,2009,5.22,9.41
2009-02-28,2009228,28,2,2009,7.09,12.02
2009-03-01,200931,1,3,2009,2.89,12.78
2009-03-02,200932,2,3,2009,4.4,8.59
2009-03-03,200933,3,3,2009,-0.15,10.4
2009-03-04,200934,4,3,2009,2.01,9.88
2009-03-05,200935,5,3,2009,2.07,5.06
2009-03-06,200936,6,3,2009,2.25,4.38
2009-03-07,200937,7,3,2009,-0.86,8.79
2009-03-08,200938,8,3,2009,4.88,10.14
2009-03-09,200939,9,3,2009,1.34,7.77
2009-03-10,2009310,10,3,2009,3.11,7.31
2009-03-11,2009311,11,3,2009,2.54,7.7
2009-03-12,2009312,12,3,2009,2.39,9.19
2009-03-13,2009313,13,3,2009,4.68,10.97
2009-03-14,2009314,14,3,2009,4.93,15.91
2009-03-15,2009315,15,3,2009,6.3,10.18
2009-03-16,2009316,16,3,2009,5.65,8.78
2009-03-17,2009317,17,3,2009,1.34,10.58
2009-03-18,2009318,18,3,2009,-2.28,10.56
2009-03-19,2009319,19,3,2009,-2.11,10.69
2009-03-20,2009320,20,3,2009,-3.01,8.51
2009-03-21,2009321,21,3,2009,-1.76,9.5
2009-03-22,2009322,22,3,2009,-1.19,9.61
2009-03-23,2009323,23,3,2009,2.39,10.09
2009-03-24,2009324,24,3,2009,0.26,6.35
2009-03-25,2009325,25,3,2009,0.93,6.93
2009-03-26,2009326,26,3,2009,3.94,8.12
2009-03-27,2009327,27,3,2009,4.24,8.67
2009-03-28,2009328,28,3,2009,3.54,9.77
2009-03-29,2009329,29,3,2009,1.76,8.54
2009-03-30,2009330,30,3,2009,-0.25,10.78
2009-03-31,2009331,31,3,2009,-1.76,13.73
2009-04-01,200941,1,4,2009,-0.5,16.56
2009-04-02,200942,2,4,2009,3.27,19.72
2009-04-03,200943,3,4,2009,4.2,20.98
2009-04-04,200944,4,4,2009,10.42,17.19
2009-04-05,200945,5,4,2009,6.85,14.95
2009-04-06,200946,6,4,2009,4.77,20.02
2009-04-07,200947,7,4,2009,8.8,18.96
2009-04-08,200948,8,4,2009,8.88,15.77
2009-04-09,200949,9,4,2009,9.53,18.22
2009-04-10,2009410,10,4,2009,10.08,23.08
2009-04-11,2009411,11,4,2009,7.31,21.81
2009-04-12,2009412,12,4,2009,7.57,18.76
2009-04-13,2009413,13,4,2009,9.11,17.32
2009-04-14,2009414,14,4,2009,5.69,28.43
2009-04-15,2009415,15,4,2009,5.43,23.48
2009-04-16,2009416,16,4,2009,8.99,17.75
2009-04-17,2009417,17,4,2009,8.86,11.24
2009-04-18,2009418,18,4,2009,7.84,10.91
2009-04-19,2009419,19,4,2009,6.71,17.96
2009-04-20,2009420,20,4,2009,4.2,19.08
2009-04-21,2009421,21,4,2009,3.9,19.42
2009-04-22,2009422,22,4,2009,6.04,14.76
2009-04-23,2009423,23,4,2009,4.42,13.91
2009-04-24,2009424,24,4,2009,2.6,17.57
2009-04-25,2009425,25,4,2009,5.14,18.87
2009-04-26,2009426,26,4,2009,10.06,19.84
2009-04-27,2009427,27,4,2009,10.33,15.56
2009-04-28,2009428,28,4,2009,6.89,12.25
2009-04-29,2009429,29,4,2009,4.2,15.78
2009-04-30,2009430,30,4,2009,6.95,15.85
2009-05-01,200951,1,5,2009,5.72,20.47
2009-05-02,200952,2,5,2009,9.95,19.93
2009-05-03,200953,3,5,2009,7.88,16.83
2009-05-04,200954,4,5,2009,4.61,13.45
2009-05-05,200955,5,5,2009,8.06,12.95
2009-05-06,200956,6,5,2009,10.29,14.84
2009-05-07,200957,7,5,2009,7.72,21.24
2009-05-08,200958,8,5,2009,6.27,18.24
2009-05-09,200959,9,5,2009,3.28,17.13
2009-05-10,2009510,10,5,2009,7.18,20.14
2009-05-11,2009511,11,5,2009,11.07,13.27
2009-05-12,2009512,12,5,2009,8.15,12.77
2009-05-13,2009513,13,5,2009,9.78,19.53
2009-05-14,2009514,14,5,2009,11.56,17.55
2009-05-15,2009515,15,5,2009,9.55,17.45
2009-05-16,2009516,16,5,2009,6.51,17.15
2009-05-17,2009517,17,5,2009,10.99,19.33
2009-05-18,2009518,18,5,2009,8.55,19.27
2009-05-19,2009519,19,5,2009,6.84,22.91
2009-05-20,2009520,20,5,2009,8.08,22.72
2009-05-21,2009521,21,5,2009,10.81,21.72
2009-05-22,2009522,22,5,2009,8.13,19.09
2009-05-23,2009523,23,5,2009,5.48,22.15
2009-05-24,2009524,24,5,2009,11.18,24.8
2009-05-25,2009525,25,5,2009,11.18,28.84
2009-05-26,2009526,26,5,2009,8.03,23.06
2009-05-27,2009527,27,5,2009,7.75,16.97
2009-05-28,2009528,28,5,2009,11.14,19.23
2009-05-29,2009529,29,5,2009,7.26,20.5
2009-05-30,2009530,30,5,2009,4.89,21.69
2009-05-31,2009531,31,5,2009,11.22,21.47
2009-06-01,200961,1,6,2009,8.46,24.99
2009-06-02,200962,2,6,2009,11.59,22.79
2009-06-03,200963,3,6,2009,9.72,16.55
2009-06-04,200964,4,6,2009,8.04,12.99
2009-06-05,200965,5,6,2009,4.16,13.93
2009-06-06,200966,6,6,2009,3.04,10.38
2009-06-07,200967,7,6,2009,7.28,16.57
2009-06-08,200968,8,6,2009,7.02,19.33
2009-06-09,200969,9,6,2009,13.02,19.96
2009-06-10,2009610,10,6,2009,11.43,19.48
2009-06-11,2009611,11,6,2009,9.56,14.75
2009-06-12,2009612,12,6,2009,8.04,17.86
2009-06-13,2009613,13,6,2009,5.17,20.89
2009-06-14,2009614,14,6,2009,9.52,24.25
2009-06-15,2009615,15,6,2009,10.83,17.77
2009-06-16,2009616,16,6,2009,9.64,18.55
2009-06-17,2009617,17,6,2009,7.92,23.95
2009-06-18,2009618,18,6,2009,12.63,22.66
2009-06-19,2009619,19,6,2009,9.64,19.71
2009-06-20,2009620,20,6,2009,7.3,17.63
2009-06-21,2009621,21,6,2009,8.84,16.61
2009-06-22,2009622,22,6,2009,7.98,17.47
2009-06-23,2009623,23,6,2009,9.51,21.59
2009-06-24,2009624,24,6,2009,9.93,24.63
2009-06-25,2009625,25,6,2009,10.97,26.18
2009-06-26,2009626,26,6,2009,11.8,27.06
2009-06-27,2009627,27,6,2009,14.7,23.67
2009-06-28,2009628,28,6,2009,14.94,25.3
2009-06-29,2009629,29,6,2009,14.69,26.14
2009-06-30,2009630,30,6,2009,17.13,26.93
2009-07-01,200971,1,7,2009,17.78,27.66
2009-07-02,200972,2,7,2009,15.48,30.24
2009-07-03,200973,3,7,2009,17.08,28.4
2009-07-04,200974,4,7,2009,14.89,25.49
2009-07-05,200975,5,7,2009,12.94,26.3
2009-07-06,200976,6,7,2009,13.52,23.61
2009-07-07,200977,7,7,2009,13.51,21.24
2009-07-08,200978,8,7,2009,12.72,18
2009-07-09,200979,9,7,2009,11.08,20.6
2009-07-10,2009710,10,7,2009,11.05,15.44
2009-07-11,2009711,11,7,2009,11.47,19.42
2009-07-12,2009712,12,7,2009,14.08,23.39
2009-07-13,2009713,13,7,2009,14.79,25.91
2009-07-14,2009714,14,7,2009,16.46,26.49
2009-07-15,2009715,15,7,2009,13.6,26.5
2009-07-16,2009716,16,7,2009,12.06,27.97
2009-07-17,2009717,17,7,2009,16.08,22.17
2009-07-18,2009718,18,7,2009,13.14,19.86
2009-07-19,2009719,19,7,2009,13.36,20.29
2009-07-20,2009720,20,7,2009,13.87,22.69
2009-07-21,2009721,21,7,2009,13.83,28.3
2009-07-22,2009722,22,7,2009,18.27,28.05
2009-07-23,2009723,23,7,2009,14.8,23.58
2009-07-24,2009724,24,7,2009,14.62,22.87
2009-07-25,2009725,25,7,2009,11.39,21.14
2009-07-26,2009726,26,7,2009,9.34,24.46
2009-07-27,2009727,27,7,2009,11.71,27.71
2009-07-28,2009728,28,7,2009,9.73,22.6
2009-07-29,2009729,29,7,2009,11.59,17.59
2009-07-30,2009730,30,7,2009,14.62,21.99
2009-07-31,2009731,31,7,2009,8.52,21.76
2009-08-01,200981,1,8,2009,10.55,27.47
2009-08-02,200982,2,8,2009,13.93,22.48
2009-08-03,200983,3,8,2009,10.62,20.32
2009-08-04,200984,4,8,2009,7.11,23.59
2009-08-05,200985,5,8,2009,8.86,27.28
2009-08-06,200986,6,8,2009,11.53,28.8
2009-08-07,200987,7,8,2009,14.55,29.74
2009-08-08,200988,8,8,2009,16.72,20.05
2009-08-09,200989,9,8,2009,15.94,23.21
2009-08-10,2009810,10,8,2009,14,23.12
2009-08-11,2009811,11,8,2009,15.68,23.17
2009-08-12,2009812,12,8,2009,11.78,24.4
2009-08-13,2009813,13,8,2009,13.47,20.6
2009-08-14,2009814,14,8,2009,12.32,21.76
2009-08-15,2009815,15,8,2009,10.9,28.37
2009-08-16,2009816,16,8,2009,14.56,27.49
2009-08-17,2009817,17,8,2009,13.51,25.55
2009-08-18,2009818,18,8,2009,10.02,24.89
2009-08-19,2009819,19,8,2009,11.99,31.57
2009-08-20,2009820,20,8,2009,16.59,35.76
2009-08-21,2009821,21,8,2009,12.71,21.18
2009-08-22,2009822,22,8,2009,10.3,22.02
2009-08-23,2009823,23,8,2009,8.19,24.62
2009-08-24,2009824,24,8,2009,9.06,29.86
2009-08-25,2009825,25,8,2009,15.82,23.65
2009-08-26,2009826,26,8,2009,10.41,25.52
2009-08-27,2009827,27,8,2009,14.03,28.15
2009-08-28,2009828,28,8,2009,14.03,22.78
2009-08-29,2009829,29,8,2009,8.02,19.9
2009-08-30,2009830,30,8,2009,6.88,20.04
2009-08-31,2009831,31,8,2009,9.8,26.99
2009-09-01,200991,1,9,2009,15.11,26.53
2009-09-02,200992,2,9,2009,12.69,20.42
2009-09-03,200993,3,9,2009,13.68,19.44
2009-09-04,200994,4,9,2009,10.87,16.47
2009-09-05,200995,5,9,2009,9.24,17.55
2009-09-06,200996,6,9,2009,7.2,19.36
2009-09-07,200997,7,9,2009,8.94,25.1
2009-09-08,200998,8,9,2009,10.26,30.03
2009-09-09,200999,9,9,2009,9.5,28.1
2009-09-10,2009910,10,9,2009,14.7,17.3
2009-09-11,2009911,11,9,2009,10.1,19.6
2009-09-12,2009912,12,9,2009,10.9,19.8
2009-09-13,2009913,13,9,2009,10.6,15.6
2009-09-14,2009914,14,9,2009,9.7,14.7
2009-09-15,2009915,15,9,2009,10.9,16.7
2009-09-16,2009916,16,9,2009,13.9,19.5
2009-09-17,2009917,17,9,2009,9.7,19.4
2009-09-18,2009918,18,9,2009,6.7,24.7
2009-09-19,2009919,19,9,2009,13.8,24.1
2009-09-20,2009920,20,9,2009,13.3,23.6
2009-09-21,2009921,21,9,2009,9.51,19.74
2009-09-22,2009922,22,9,2009,6.68,24.17
2009-09-23,2009923,23,9,2009,7.71,20.87
2009-09-24,2009924,24,9,2009,8.75,16.31
2009-09-25,2009925,25,9,2009,7.18,17.67
2009-09-26,2009926,26,9,2009,5.28,20.2
2009-09-27,2009927,27,9,2009,4.38,21.37
2009-09-28,2009928,28,9,2009,5.08,17.13
2009-09-29,2009929,29,9,2009,10.97,18.88
2009-09-30,2009930,30,9,2009,12.48,17.93
2009-10-01,2009101,1,10,2009,10.61,17.79
2009-10-02,2009102,2,10,2009,6.83,14.19
2009-10-03,2009103,3,10,2009,6.13,14.94
2009-10-04,2009104,4,10,2009,10.86,14.57
2009-10-05,2009105,5,10,2009,8.18,13.94
2009-10-06,2009106,6,10,2009,12.61,18.43
2009-10-07,2009107,7,10,2009,14.28,22.54
2009-10-08,2009108,8,10,2009,6.29,18.28
2009-10-09,2009109,9,10,2009,3.51,15.21
2009-10-10,20091010,10,10,2009,10.53,17.83
2009-10-11,20091011,11,10,2009,8.46,15.58
2009-10-12,20091012,12,10,2009,7.55,12.3
2009-10-13,20091013,13,10,2009,2.21,12.01
2009-10-14,20091014,14,10,2009,-2.64,7.32
2009-10-15,20091015,15,10,2009,-1.7,8.09
2009-10-16,20091016,16,10,2009,1.31,10.55
2009-10-17,20091017,17,10,2009,3.4,10.42
2009-10-18,20091018,18,10,2009,2.07,10.21
2009-10-19,20091019,19,10,2009,0.59,11.3
2009-10-20,20091020,20,10,2009,1.65,11.67
2009-10-21,20091021,21,10,2009,5.04,13
2009-10-22,20091022,22,10,2009,4.73,13.61
2009-10-23,20091023,23,10,2009,2.39,13.59
2009-10-24,20091024,24,10,2009,4.58,13.59
2009-10-25,20091025,25,10,2009,8.7,16.32
2009-10-26,20091026,26,10,2009,9.49,14.94
2009-10-27,20091027,27,10,2009,5.38,13.73
2009-10-28,20091028,28,10,2009,3.71,15.76
2009-10-29,20091029,29,10,2009,2.45,12.97
2009-10-30,20091030,30,10,2009,4.89,14.05
2009-10-31,20091031,31,10,2009,4.15,11.21
2009-11-01,2009111,1,11,2009,6.23,14.77
2009-11-02,2009112,2,11,2009,5.97,12.86
2009-11-03,2009113,3,11,2009,3.36,10.25
2009-11-04,2009114,4,11,2009,5.46,10.93
2009-11-05,2009115,5,11,2009,5.78,10.06
2009-11-06,2009116,6,11,2009,6.6,11.66
2009-11-07,2009117,7,11,2009,2.7,10.77
2009-11-08,2009118,8,11,2009,0.62,9.27
2009-11-09,2009119,9,11,2009,5.13,7.08
2009-11-10,20091110,10,11,2009,4.87,7.51
2009-11-11,20091111,11,11,2009,4.33,8.7
2009-11-12,20091112,12,11,2009,1.86,11.14
2009-11-13,20091113,13,11,2009,8.16,15.66
2009-11-14,20091114,14,11,2009,9.75,15.79
2009-11-15,20091115,15,11,2009,7.33,14.33
2009-11-16,20091116,16,11,2009,6.75,15.52
2009-11-17,20091117,17,11,2009,8.51,12.7
2009-11-18,20091118,18,11,2009,6.34,11.35
2009-11-19,20091119,19,11,2009,7.99,14.14
2009-11-20,20091120,20,11,2009,7.13,16.41
2009-11-21,20091121,21,11,2009,10.11,15.67
2009-11-22,20091122,22,11,2009,9.03,13.89
2009-11-23,20091123,23,11,2009,7.3,12.15
2009-11-24,20091124,24,11,2009,9.11,13.36
2009-11-25,20091125,25,11,2009,7.95,12.88
2009-11-26,20091126,26,11,2009,7.68,10.46
2009-11-27,20091127,27,11,2009,5.73,9.72
2009-11-28,20091128,28,11,2009,5.96,9.99
2009-11-29,20091129,29,11,2009,6.69,11.79
2009-11-30,20091130,30,11,2009,2.73,8.81
2009-12-01,2009121,1,12,2009,2.15,5.98
2009-12-02,2009122,2,12,2009,3.64,6.89
2009-12-03,2009123,3,12,2009,5.49,10.4
2009-12-04,2009124,4,12,2009,1.03,5.84
2009-12-05,2009125,5,12,2009,2.08,8.68
2009-12-06,2009126,6,12,2009,6.35,12.18
2009-12-07,2009127,7,12,2009,4.23,8.56
2009-12-08,2009128,8,12,2009,5.52,9.66
2009-12-09,2009129,9,12,2009,3.99,8.31
2009-12-10,20091210,10,12,2009,6.88,10.71
2009-12-11,20091211,11,12,2009,3.29,7.32
2009-12-12,20091212,12,12,2009,2.24,4.3
2009-12-13,20091213,13,12,2009,-0.65,2.58
2009-12-14,20091214,14,12,2009,-1.75,-0.44
2009-12-15,20091215,15,12,2009,-5.7,0.65
2009-12-16,20091216,16,12,2009,-5.34,-0.59
2009-12-17,20091217,17,12,2009,-5.13,-0.04
2009-12-18,20091218,18,12,2009,-8.85,-1.87
2009-12-19,20091219,19,12,2009,-19.82,-5.35
2009-12-20,20091220,20,12,2009,-15.52,0.22
2009-12-21,20091221,21,12,2009,-5,2.46
2009-12-22,20091222,22,12,2009,0.34,4.72
2009-12-23,20091223,23,12,2009,-2.83,2.89
2009-12-24,20091224,24,12,2009,-0.13,3.15
2009-12-25,20091225,25,12,2009,2.58,8.67
2009-12-26,20091226,26,12,2009,0.94,5.83
2009-12-27,20091227,27,12,2009,-0.16,4.62
2009-12-28,20091228,28,12,2009,-0.61,4.82
2009-12-29,20091229,29,12,2009,-1.68,4.83
2009-12-30,20091230,30,12,2009,4.08,10.06
2009-12-31,20091231,31,12,2009,-0.56,4.25
2010-01-01,201011,1,1,2010,-2.55,-0.28
2010-01-02,201012,2,1,2010,-6.71,1.46
2010-01-03,201013,3,1,2010,-6.41,0.72
2010-01-04,201014,4,1,2010,-7.23,-2.07
2010-01-05,201015,5,1,2010,-7.89,-3
2010-01-06,201016,6,1,2010,-9.75,-3.35
2010-01-07,201017,7,1,2010,-9.36,-2.8
2010-01-08,201018,8,1,2010,-10.22,-4.43
2010-01-09,201019,9,1,2010,-4.7,-2.25
2010-01-10,2010110,10,1,2010,-3.77,-1.25
2010-01-11,2010111,11,1,2010,-3.59,-1.73
2010-01-12,2010112,12,1,2010,-4.02,-2.24
2010-01-13,2010113,13,1,2010,-4.14,-2.31
2010-01-14,2010114,14,1,2010,-2.95,1.18
2010-01-15,2010115,15,1,2010,-1.11,1.18
2010-01-16,2010116,16,1,2010,-1.86,0.29
2010-01-17,2010117,17,1,2010,-0.5,5.64
2010-01-18,2010118,18,1,2010,2.89,7.84
2010-01-19,2010119,19,1,2010,1.8,4.4
2010-01-20,2010120,20,1,2010,-0.5,3.37
2010-01-21,2010121,21,1,2010,0.14,2.33
2010-01-22,2010122,22,1,2010,0.84,3.11
2010-01-23,2010123,23,1,2010,-1.76,1.28
2010-01-24,2010124,24,1,2010,-1.64,0.38
2010-01-25,2010125,25,1,2010,-3.26,0.26
2010-01-26,2010126,26,1,2010,-13.4,-3.04
2010-01-27,2010127,27,1,2010,-16.15,0.37
2010-01-28,2010128,28,1,2010,0.27,2.69
2010-01-29,2010129,29,1,2010,-0.18,3.3
2010-01-30,2010130,30,1,2010,-9.29,0.29
2010-01-31,2010131,31,1,2010,-6.1,2.03
2010-02-01,201021,1,2,2010,-2.3,2.19
2010-02-02,201022,2,2,2010,-3.95,3.81
2010-02-03,201023,3,2,2010,0.11,5.1
2010-02-04,201024,4,2,2010,1.03,6.69
2010-02-05,201025,5,2,2010,1.14,4.68
2010-02-06,201026,6,2,2010,0.16,6.77
2010-02-07,201027,7,2,2010,0.8,3.61
2010-02-08,201028,8,2,2010,-4.66,1.69
2010-02-09,201029,9,2,2010,-5.91,-3.98
2010-02-10,2010210,10,2,2010,-10.88,-4.45
2010-02-11,2010211,11,2,2010,-11.39,-2.49
2010-02-12,2010212,12,2,2010,-5.1,-3.14
2010-02-13,2010213,13,2,2010,-5.95,-3.04
2010-02-14,2010214,14,2,2010,-4.48,-2.9
2010-02-15,2010215,15,2,2010,-4.33,0.78
2010-02-16,2010216,16,2,2010,-5.2,1.35
2010-02-17,2010217,17,2,2010,-7.29,0.77
2010-02-18,2010218,18,2,2010,0.55,7.17
2010-02-19,2010219,19,2,2010,0.99,6.9
2010-02-20,2010220,20,2,2010,-0.47,4.09
2010-02-21,2010221,21,2,2010,0.19,5.15
2010-02-22,2010222,22,2,2010,1.02,10.58
2010-02-23,2010223,23,2,2010,4.74,9.51
2010-02-24,2010224,24,2,2010,5.03,11.19
2010-02-25,2010225,25,2,2010,7.31,10.5
2010-02-26,2010226,26,2,2010,5.1,10.74
2010-02-27,2010227,27,2,2010,2.73,12.24
2010-02-28,2010228,28,2,2010,5.01,11.46
2010-03-01,201031,1,3,2010,0.49,6.33
2010-03-02,201032,2,3,2010,-2.67,7.14
2010-03-03,201033,3,3,2010,-3.19,6.74
2010-03-04,201034,4,3,2010,-2.89,4.39
2010-03-05,201035,5,3,2010,-3.54,3.52
2010-03-06,201036,6,3,2010,-5.63,1.7
2010-03-07,201037,7,3,2010,-7.11,2.16
2010-03-08,201038,8,3,2010,-8.69,2.28
2010-03-09,201039,9,3,2010,-5.97,2.85
2010-03-10,2010310,10,3,2010,-6.15,7.54
2010-03-11,2010311,11,3,2010,-4.05,0.94
2010-03-12,2010312,12,3,2010,-1.87,5.87
2010-03-13,2010313,13,3,2010,1.75,5.76
2010-03-14,2010314,14,3,2010,3.14,6.73
2010-03-15,2010315,15,3,2010,3.21,9.91
2010-03-16,2010316,16,3,2010,0.81,7.45
2010-03-17,2010317,17,3,2010,0.69,13.26
2010-03-18,2010318,18,3,2010,3.06,17.73
2010-03-19,2010319,19,3,2010,11.18,18.55
2010-03-20,2010320,20,3,2010,11.77,16.97
2010-03-21,2010321,21,3,2010,7.12,12.94
2010-03-22,2010322,22,3,2010,3.23,13.19
2010-03-23,2010323,23,3,2010,2.12,13.51
2010-03-24,2010324,24,3,2010,5.39,17.9
2010-03-25,2010325,25,3,2010,7.5,20.66
2010-03-26,2010326,26,3,2010,7.15,14
2010-03-27,2010327,27,3,2010,6.73,11.54
2010-03-28,2010328,28,3,2010,7.35,12.45
2010-03-29,2010329,29,3,2010,8.18,12.72
2010-03-30,2010330,30,3,2010,4.68,15.74
2010-03-31,2010331,31,3,2010,3.96,11.49
2010-04-01,201041,1,4,2010,2.3,9.49
2010-04-02,201042,2,4,2010,0.23,12.2
2010-04-03,201043,3,4,2010,4.78,12.05
2010-04-04,201044,4,4,2010,5.82,11.42
2010-04-05,201045,5,4,2010,2.7,12.24
2010-04-06,201046,6,4,2010,0.71,16.06
2010-04-07,201047,7,4,2010,6.46,20.43
2010-04-08,201048,8,4,2010,7.55,13.29
2010-04-09,201049,9,4,2010,1.38,13.95
2010-04-10,2010410,10,4,2010,3.28,11.68
2010-04-11,2010411,11,4,2010,1.6,9.07
2010-04-12,2010412,12,4,2010,2.58,11.57
2010-04-13,2010413,13,4,2010,5.81,16.48
2010-04-14,2010414,14,4,2010,3.77,13.92
2010-04-15,2010415,15,4,2010,2.53,14.94
2010-04-16,2010416,16,4,2010,1.73,10.59
2010-04-17,2010417,17,4,2010,-2.49,16.91
2010-04-18,2010418,18,4,2010,-0.22,19.47
2010-04-19,2010419,19,4,2010,4.24,12.25
2010-04-20,2010420,20,4,2010,0.48,17.79
2010-04-21,2010421,21,4,2010,-0.73,9.86
2010-04-22,2010422,22,4,2010,-3.3,12.15
2010-04-23,2010423,23,4,2010,-2.71,16.94
2010-04-24,2010424,24,4,2010,-0.26,21.47
2010-04-25,2010425,25,4,2010,2.82,25.2
2010-04-26,2010426,26,4,2010,8.19,17.48
2010-04-27,2010427,27,4,2010,4.65,18.15
2010-04-28,2010428,28,4,2010,5.3,22.81
2010-04-29,2010429,29,4,2010,9.33,25.54
2010-04-30,2010430,30,4,2010,7.56,20.85
2010-05-01,201051,1,5,2010,7.37,16.77
2010-05-02,201052,2,5,2010,4.48,17.1
2010-05-03,201053,3,5,2010,2.42,9.55
2010-05-04,201054,4,5,2010,4.52,10.81
2010-05-05,201055,5,5,2010,-0.7,13.29
2010-05-06,201056,6,5,2010,4.83,8.45
2010-05-07,201057,7,5,2010,3.51,7.63
2010-05-08,201058,8,5,2010,5.58,14.74
2010-05-09,201059,9,5,2010,1.4,14.77
2010-05-10,2010510,10,5,2010,4.79,12.11
2010-05-11,2010511,11,5,2010,4.42,9.81
2010-05-12,2010512,12,5,2010,4.55,8.21
2010-05-13,2010513,13,5,2010,5.24,7.41
2010-05-14,2010514,14,5,2010,5.87,10.27
2010-05-15,2010515,15,5,2010,6.34,12.68
2010-05-16,2010516,16,5,2010,6.54,16.84
2010-05-17,2010517,17,5,2010,5.64,14.54
2010-05-18,2010518,18,5,2010,6.27,13.9
2010-05-19,2010519,19,5,2010,5.41,14.32
2010-05-20,2010520,20,5,2010,8.82,19.58
2010-05-21,2010521,21,5,2010,4.81,20.74
2010-05-22,2010522,22,5,2010,9.36,21.29
2010-05-23,2010523,23,5,2010,10.53,23.27
2010-05-24,2010524,24,5,2010,9.26,25.62
2010-05-25,2010525,25,5,2010,12.02,20.91
2010-05-26,2010526,26,5,2010,9,15.27
2010-05-27,2010527,27,5,2010,8.33,17.42
2010-05-28,2010528,28,5,2010,8.83,18.02
2010-05-29,2010529,29,5,2010,5.62,20.89
2010-05-30,2010530,30,5,2010,7.57,17.29
2010-05-31,2010531,31,5,2010,7.64,13.75
2010-06-01,201061,1,6,2010,11.07,17.57
2010-06-02,201062,2,6,2010,10.23,20.39
2010-06-03,201063,3,6,2010,10.66,22.75
2010-06-04,201064,4,6,2010,6.51,24.4
2010-06-05,201065,5,6,2010,8.33,27.37
2010-06-06,201066,6,6,2010,10.62,28.64
2010-06-07,201067,7,6,2010,12.22,21.64
2010-06-08,201068,8,6,2010,11.41,23.97
2010-06-09,201069,9,6,2010,15.26,24.94
2010-06-10,2010610,10,6,2010,15.91,24.03
2010-06-11,2010611,11,6,2010,15.24,26.37
2010-06-12,2010612,12,6,2010,11.78,19.58
2010-06-13,2010613,13,6,2010,9.92,19.39
2010-06-14,2010614,14,6,2010,7.46,23.41
2010-06-15,2010615,15,6,2010,10.12,20.12
2010-06-16,2010616,16,6,2010,6.47,22.16
2010-06-17,2010617,17,6,2010,7.69,18
2010-06-18,2010618,18,6,2010,9.93,17.62
2010-06-19,2010619,19,6,2010,9.39,15.47
2010-06-20,2010620,20,6,2010,8.46,14.56
2010-06-21,2010621,21,6,2010,5.43,16.45
2010-06-22,2010622,22,6,2010,8.64,20.99
2010-06-23,2010623,23,6,2010,6.35,23.75
2010-06-24,2010624,24,6,2010,8.6,26.78
2010-06-25,2010625,25,6,2010,13.24,24.89
2010-06-26,2010626,26,6,2010,8.98,26.22
2010-06-27,2010627,27,6,2010,10.6,28.64
2010-06-28,2010628,28,6,2010,13.36,29.16
2010-06-29,2010629,29,6,2010,13.13,26.62
2010-06-30,2010630,30,6,2010,11.48,28.56
2010-07-01,201071,1,7,2010,12.44,29.47
2010-07-02,201072,2,7,2010,15.56,32.45
2010-07-03,201073,3,7,2010,18.86,32.29
2010-07-04,201074,4,7,2010,17.76,27.28
2010-07-05,201075,5,7,2010,11.15,22.56
2010-07-06,201076,6,7,2010,11.31,21.19
2010-07-07,201077,7,7,2010,8.77,26.36
2010-07-08,201078,8,7,2010,15.5,31.12
2010-07-09,201079,9,7,2010,15.29,33.8
2010-07-10,2010710,10,7,2010,17.62,34.36
2010-07-11,2010711,11,7,2010,19.6,32.53
2010-07-12,2010712,12,7,2010,18.88,31.62
2010-07-13,2010713,13,7,2010,16.24,28.51
2010-07-14,2010714,14,7,2010,17.12,32.38
2010-07-15,2010715,15,7,2010,12.54,24.66
2010-07-16,2010716,16,7,2010,11.72,30.57
2010-07-17,2010717,17,7,2010,12.45,23.2
2010-07-18,2010718,18,7,2010,8.12,24.39
2010-07-19,2010719,19,7,2010,8.58,28.67
2010-07-20,2010720,20,7,2010,12.39,29.65
2010-07-21,2010721,21,7,2010,14.73,31.31
2010-07-22,2010722,22,7,2010,16.82,22.98
2010-07-23,2010723,23,7,2010,12.08,24.09
2010-07-24,2010724,24,7,2010,10.83,20.92
2010-07-25,2010725,25,7,2010,6.78,22.75
2010-07-26,2010726,26,7,2010,13.97,19.68
2010-07-27,2010727,27,7,2010,13.36,23.18
2010-07-28,2010728,28,7,2010,13.69,23.84
2010-07-29,2010729,29,7,2010,12.38,18.24
2010-07-30,2010730,30,7,2010,11.41,22.19
2010-07-31,2010731,31,7,2010,11.32,25.61
2010-08-01,201081,1,8,2010,13.72,26.5
2010-08-02,201082,2,8,2010,10.98,21.79
2010-08-03,201083,3,8,2010,12.08,21.96
2010-08-04,201084,4,8,2010,13.6,21.98
2010-08-05,201085,5,8,2010,13.62,19.83
2010-08-06,201086,6,8,2010,9.78,22.08
2010-08-07,201087,7,8,2010,8.53,26.1
2010-08-08,201088,8,8,2010,14.53,21.37
2010-08-09,201089,9,8,2010,13.12,23.03
2010-08-10,2010810,10,8,2010,12.82,26.79
2010-08-11,2010811,11,8,2010,15.98,23.2
2010-08-12,2010812,12,8,2010,14.32,22.02
2010-08-13,2010813,13,8,2010,11.03,20.85
2010-08-14,2010814,14,8,2010,7.79,24.19
2010-08-15,2010815,15,8,2010,14.31,16.96
2010-08-16,2010816,16,8,2010,13.7,19.34
2010-08-17,2010817,17,8,2010,13.09,17.6
2010-08-18,2010818,18,8,2010,14.22,21.1
