species,cultivar,location,climatic_classification,climatic_data,year,dormancy_break_field,breaking_dormancy_40_baggiolini,begin_flowering_f5,flowering_f50,flowering_f90,end_flowering,ripening,bud_drop,flower_anomaly,spring_frost_damage,productivity,fruit_quality,rootstock,plantation_framework,training_system,irrigation_system,source,comment
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,31-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,3-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,17-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2018,,,,3-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2019,,,,20-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2021,,,,22-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Ramón Oliva,Zaragoza/Spain,Arid Cold steppe ,Yes,2022,,,,21-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1991,,,,29-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1992,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1993,,,,5-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1994,,,,20-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1995,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1996,,,,6-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1997,,,,16-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1998,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,1999,,,,27-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2000,,,,13-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2001,,,,23-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2009,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2010,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2011,,,,29-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2012,,,,30-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2013,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,17-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2018,,,,2-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2019,,,,22-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2021,,,,18-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Rainier,Zaragoza/Spain,Arid Cold steppe ,Yes,2022,,,,21-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1991,,,,30-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1992,,,,25-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1993,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1994,,,,18-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1995,,,,23-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1996,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1997,,,,16-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1998,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,1999,,,,22-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2000,,,,11-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2001,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2009,,,,23-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2010,,,,31-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2011,,,,27-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2012,,,,30-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2013,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,25-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2018,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2019,,,,,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2021,,,,,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Rubi,Zaragoza/Spain,Arid Cold steppe ,Yes,2022,,,,,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1991,,,,10-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1992,,,,8-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1993,,,,10-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1994,,,,25-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1995,,,,7-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1996,,,,13-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1997,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1998,,,,8-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,1999,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2000,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2001,,,,2-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2009,,,,2-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2010,,,,10-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2011,,,,2-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2012,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2013,,,,11-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,7-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,8-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,11-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2018,,,,11-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2019,,,,27-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2021,,,,27-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sam,Zaragoza/Spain,Arid Cold steppe ,Yes,2022,,,,31-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1991,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1992,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1993,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1994,,,,19-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1995,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1996,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1997,,,,12-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1998,,,,27-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,1999,,,,28-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2000,,,,14-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2001,,,,21-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2009,,,,23-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2010,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2011,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2012,,,,28-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2013,,,,28-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,28-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,28-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,15-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2018,,,,29-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2019,,,,18-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2021,,,,18-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sandom Rose,Zaragoza/Spain,Arid Cold steppe ,Yes,2022,,,,21-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1991,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1992,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1993,,,,8-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1994,,,,23-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1995,,,,30-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1996,,,,8-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1997,,,,19-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1998,,,,29-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,1999,,,,30-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2000,,,,19-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2001,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2009,,,,24-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2010,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2011,,,,31-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2012,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2013,,,,3-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,3-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,19-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2018,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2019,,,,20-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2021,,,,22-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Santina,Zaragoza/Spain,Arid Cold steppe ,Yes,2022,,,,25-Mar,,,,,,,,,Adara,3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1991,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1992,,,,,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1993,,,,11-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1994,,,,23-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1995,,,,1-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1996,,,,12-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1997,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1998,,,,26-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,1999,,,,2-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2000,,,,25-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2001,,,,2-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2009,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2010,,,,12-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2011,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2012,,,,4-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2013,,,,9-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2014,,,,6-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2015,,,,8-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2016,,,,11-Apr,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
Sweet Cherry,Sylvia,Zaragoza/Spain,Arid Cold steppe ,Yes,2017,,,,27-Mar,,,,,,,,,Santa Lucia 64  (Prunus mahaleb),3x5,Spanish bush,,,
