species,cultivar,location,climatic_classification,climatic_data,year,dormancy_break_field,breaking_dormancy_40_baggiolini,begin_flowering_f5,flowering_f50,flowering_f90,end_flowering,ripening,bud_drop,flower_anomaly,spring_frost_damage,productivity,fruit_quality,rootstock,plantation_framework,training_system,irrigation_system,source,comment
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1986,,,27-Feb,9-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1987,,,,4-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1988,,,,1-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1989,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1990,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1991,,,,1-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1992,,,18-Feb,24-Feb,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1993,,,,4-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1994,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1995,,,,3-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1996,,,,3-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1997,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1998,,,,5-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,1999,,,,10-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2000,,,,21-Feb,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2001,,,,27-Feb,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2002,,,,28-Feb,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2003,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2004,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2005,,,,1-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2006,,,,4-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2007,,,,10-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2008,,,,2-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2009,,,19-Feb,24-Feb,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2010,,,1-Mar,5-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2011,,,24-Feb,4-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2012,,,4-Mar,12-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2013,,,27-Feb,3-Mar,,,,,,,,,,,,,,
Almond,Ferragnès,"Meknes, Morocco",Medium,Yes,2014,,,25-Feb,2-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1974,,,15-Feb,28-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1975,,,12-Feb,25-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1976,,,20-Feb,5-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1977,,,15-Feb,25-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1978,,,18-Feb,28-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1979,,,22-Feb,27-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1980,,,14-Feb,21-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1981,,,22-Feb,28-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1982,,,20-Feb,2-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1983,,,19-Feb,5-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1984,,,5-Mar,18-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1985,,,16-Feb,25-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1986,,,10-Feb,6-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1987,,,,1-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1988,,,,2-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1989,,,28-Feb,3-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1990,,,,6-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1991,,,,6-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1992,,,18-Feb,24-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1993,,,1-Mar,7-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1994,,,,4-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1995,,,,5-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1996,,,,6-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1997,,,,4-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1998,,,,10-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,1999,,,,14-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2000,,,,25-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2001,,,,28-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2002,,,,1-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2003,,,,3-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2004,,,,1-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2005,,,,28-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2006,,,,1-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2007,,,,12-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2008,,,,2-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2009,,,19-Feb,22-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2010,,,,1-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2011,,,,4-Mar,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2012,,,,27-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2013,,,20-Feb,26-Feb,,,,,,,,,,,,,,
Almond,Tuono,"Meknes, Morocco",Medium,Yes,2014,,,22-Feb,28-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1977,,,28-Jan,10-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1978,,,1-Feb,10-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1979,,,2-Feb,12-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1980,,,5-Feb,14-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1981,,,6-Feb,17-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1982,,,7-Feb,18-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1983,,,8-Feb,19-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1984,,,21-Feb,4-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1985,,,9-Feb,22-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1986,,,21-Feb,1-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1987,,,,25-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1988,,,,15-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1989,,,,22-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1990,,,,20-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1991,,,,20-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1992,,,,15-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1993,,,,4-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1994,,,15-Feb,1-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1995,,,,2-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1996,,,,2-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1997,,,,25-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1998,,,,28-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,1999,,,,5-Mar,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2000,,,,7-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2001,,,,5-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2002,,,,10-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2003,,,,12-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2004,,,,15-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2005,,,,13-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2006,,,,15-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2007,,,,25-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2008,,,,12-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2009,,,4-Feb,10-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2010,,,5-Feb,17-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2011,,,4-Feb,15-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2012,,,8-Feb,20-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2013,,,6-Feb,14-Feb,,,,,,,,,,,,,,
Almond,Marcona,"Meknes, Morocco",Medium,Yes,2014,,,11-Feb,16-Feb,,,,,,,,,,,,,,
Almond,Abiodh Ras Djebel,Sfax/Tunisia,Warm,Yes,1981,,,11-Feb,19-Feb,,28-Feb,,,,,,,,,,,,
Almond,Faggoussi,Sfax/Tunisia,Warm,Yes,1981,,,11-Feb,19-Feb,,28-Feb,,,,,,,,,,,,
Almond,Fakhfekh,Sfax/Tunisia,Warm,Yes,1981,,,25-Jan,5-Feb,,17-Feb,,,,,,,,,,,,
Almond,Tozeur 2,Sfax/Tunisia,Warm,Yes,1981,,,29-Jan,7-Feb,,16-Feb,,,,,,,,,,,,
Almond,Khoukhi,Sfax/Tunisia,Warm,Yes,1981,,,9-Feb,17-Feb,,25-Feb,,,,,,,,,,,,
Almond,Zahaf,Sfax/Tunisia,Warm,Yes,1981,,,6-Feb,14-Feb,,23-Feb,,,,,,,,,,,,
Almond,Ksontini,Sfax/Tunisia,Warm,Yes,1981,,,2-Feb,12-Feb,,23-Feb,,,,,,,,,,,,
Almond,Garnghzel,Sfax/Tunisia,Warm,Yes,1981,,,7-Feb,16-Feb,,25-Feb,,,,,,,,,,,,
Almond,Tozeur 4,Sfax/Tunisia,Warm,Yes,1981,,,2-Feb,11-Feb,,20-Feb,,,,,,,,,,,,
Almond,Tozeur 1,Sfax/Tunisia,Warm,Yes,1981,,,2-Feb,11-Feb,,20-Feb,,,,,,,,,,,,
Almond,Abiodh de Sfax,Sfax/Tunisia,Warm,Yes,1981,,,28-Jan,8-Feb,,20-Feb,,,,,,,,,,,,
Almond,Achak,Sfax/Tunisia,Warm,Yes,1981,,,2-Feb,12-Feb,,23-Feb,,,,,,,,,,,,
Almond,Tarragona,Sfax/Tunisia,Warm,Yes,1981,,,23-Feb,3-Mar,,11-Mar,,,,,,,,,,,,
Almond,Cristomorto,Sfax/Tunisia,Warm,Yes,1981,,,28-Feb,7-Mar,,15-Mar,,,,,,,,,,,,
Almond,Nonpareil,Sfax/Tunisia,Warm,Yes,1981,,,25-Feb,5-Mar,,13-Mar,,,,,,,,,,,,
Almond,Pizzuta,Sfax/Tunisia,Warm,Yes,1981,,,14-Feb,21-Feb,,1-Mar,,,,,,,,,,,,
Almond,Genco Taronto,Sfax/Tunisia,Warm,Yes,1981,,,1-Mar,9-Mar,,18-Mar,,,,,,,,,,,,
Almond,Fournat de Breznaud,Sfax/Tunisia,Warm,Yes,1981,,,26-Feb,6-Mar,,14-Mar,,,,,,,,,,,,
Almond,Soukaret,Sfax/Tunisia,Warm,Yes,1981,,,28-Feb,7-Mar,,15-Mar,,,,,,,,,,,,
Almond,Trell,Sfax/Tunisia,Warm,Yes,1981,,,23-Feb,3-Mar,,11-Mar,,,,,,,,,,,,
Almond,Bonifacio,Sfax/Tunisia,Warm,Yes,1981,,,14-Feb,21-Feb,,1-Mar,,,,,,,,,,,,
Almond,Mazzetto,Sfax/Tunisia,Warm,Yes,1981,,,1-Mar,9-Mar,,18-Mar,,,,,,,,,,,,
Almond,Ferraduel,Sfax/Tunisia,Warm,Yes,1981,,,1-Mar,9-Mar,,18-Mar,,,,,,,,,,,,
Almond,Ferragnes,Sfax/Tunisia,Warm,Yes,1981,,,1-Mar,9-Mar,,18-Mar,,,,,,,,,,,,
Almond,Ne Plus Ultra,Sfax/Tunisia,Warm,Yes,1981,,,13-Feb,22-Feb,,4-Mar,,,,,,,,,,,,
Almond,Avola,Sfax/Tunisia,Warm,Yes,1981,,,13-Feb,20-Feb,,28-Feb,,,,,,,,,,,,
Almond,Tuono Taronto,Sfax/Tunisia,Warm,Yes,1981,,,4-Feb,14-Feb,,25-Feb,,,,,,,,,,,,
Almond,Rachelle Taronto,Sfax/Tunisia,Warm,Yes,1981,,,13-Feb,20-Feb,,28-Feb,,,,,,,,,,,,
Almond,Dorée,Sfax/Tunisia,Warm,Yes,1981,,,28-Feb,7-Mar,,15-Mar,,,,,,,,,,,,
Almond,Bruantine,Sfax/Tunisia,Warm,Yes,1981,,,24-Feb,3-Mar,,11-Mar,,,,,,,,,,,,
Almond,Cavaliera,Sfax/Tunisia,Warm,Yes,1981,,,4-Feb,14-Feb,,24-Feb,,,,,,,,,,,,
Almond,Fasciuneddu,Sfax/Tunisia,Warm,Yes,1981,,,23-Feb,28-Feb,,6-Mar,,,,,,,,,,,,
Almond,Ramlet R249,Sfax/Tunisia,Warm,Yes,1981,,,13-Feb,23-Feb,,6-Mar,,,,,,,,,,,,
Almond,Montrone,Sfax/Tunisia,Warm,Yes,1981,,,28-Feb,7-Mar,,15-Mar,,,,,,,,,,,,
Almond,Languedoc,Sfax/Tunisia,Warm,Yes,1981,,,14-Feb,21-Feb,,1-Mar,,,,,,,,,,,,
Almond,Malaguena,Sfax/Tunisia,Warm,Yes,1981,,,6-Feb,17-Feb,,28-Feb,,,,,,,,,,,,
Almond,Ramlet R250,Sfax/Tunisia,Warm,Yes,1981,,,13-Feb,20-Feb,,28-Feb,,,,,,,,,,,,
Almond,Abiodh Ras Djebel,Sfax/Tunisia,Warm,Yes,1982,,,13-Feb,21-Feb,,2-Mar,,,,,,,,,,,,
Almond,Faggoussi,Sfax/Tunisia,Warm,Yes,1982,,,22-Feb,3-Mar,,12-Mar,,,,,,,,,,,,
Almond,Fakhfekh,Sfax/Tunisia,Warm,Yes,1982,,,29-Jan,8-Feb,,18-Feb,,,,,,,,,,,,
Almond,Tozeur 2,Sfax/Tunisia,Warm,Yes,1982,,,1-Feb,10-Feb,,19-Feb,,,,,,,,,,,,
Almond,Khoukhi,Sfax/Tunisia,Warm,Yes,1982,,,13-Feb,21-Feb,,2-Mar,,,,,,,,,,,,
Almond,Zahaf,Sfax/Tunisia,Warm,Yes,1982,,,4-Feb,13-Feb,,23-Feb,,,,,,,,,,,,
Almond,Ksontini,Sfax/Tunisia,Warm,Yes,1982,,,4-Feb,13-Feb,,23-Feb,,,,,,,,,,,,
Almond,Tozeur 4,Sfax/Tunisia,Warm,Yes,1982,,,1-Feb,10-Feb,,19-Feb,,,,,,,,,,,,
Almond,Tozeur 1,Sfax/Tunisia,Warm,Yes,1982,,,1-Feb,10-Feb,,19-Feb,,,,,,,,,,,,
Almond,Abiodh de Sfax,Sfax/Tunisia,Warm,Yes,1982,,,2-Feb,12-Feb,,23-Feb,,,,,,,,,,,,
Almond,Achak,Sfax/Tunisia,Warm,Yes,1982,,,4-Feb,13-Feb,,23-Feb,,,,,,,,,,,,
Almond,Tarragona,Sfax/Tunisia,Warm,Yes,1982,,,10-Feb,18-Feb,,26-Feb,,,,,,,,,,,,
Almond,Cristomorto,Sfax/Tunisia,Warm,Yes,1982,,,25-Feb,5-Mar,,14-Mar,,,,,,,,,,,,
Almond,Nonpareil,Sfax/Tunisia,Warm,Yes,1982,,,26-Feb,6-Mar,,15-Mar,,,,,,,,,,,,
Almond,Pizzuta,Sfax/Tunisia,Warm,Yes,1982,,,8-Feb,16-Feb,,25-Feb,,,,,,,,,,,,
Almond,Genco Taronto,Sfax/Tunisia,Warm,Yes,1982,,,28-Feb,8-Mar,,16-Mar,,,,,,,,,,,,
Almond,Fournat de Breznaud,Sfax/Tunisia,Warm,Yes,1982,,,18-Feb,27-Feb,,8-Mar,,,,,,,,,,,,
Almond,Soukaret,Sfax/Tunisia,Warm,Yes,1982,,,26-Feb,6-Mar,,14-Mar,,,,,,,,,,,,
Almond,Trell,Sfax/Tunisia,Warm,Yes,1982,,,24-Feb,4-Mar,,13-Mar,,,,,,,,,,,,
Almond,Bonifacio,Sfax/Tunisia,Warm,Yes,1982,,,18-Feb,26-Feb,,6-Mar,,,,,,,,,,,,
Almond,Mazzetto,Sfax/Tunisia,Warm,Yes,1982,,,28-Feb,8-Mar,,16-Mar,,,,,,,,,,,,
Almond,Ferraduel,Sfax/Tunisia,Warm,Yes,1982,,,2-Mar,11-Mar,,20-Mar,,,,,,,,,,,,
Almond,Ferragnes,Sfax/Tunisia,Warm,Yes,1982,,,28-Feb,10-Mar,,20-Mar,,,,,,,,,,,,
Almond,Ne Plus Ultra,Sfax/Tunisia,Warm,Yes,1982,,,9-Feb,18-Feb,,27-Feb,,,,,,,,,,,,
Almond,Avola,Sfax/Tunisia,Warm,Yes,1982,,,9-Feb,16-Feb,,24-Feb,,,,,,,,,,,,
Almond,Tuono Taronto,Sfax/Tunisia,Warm,Yes,1982,,,1-Feb,9-Feb,,18-Feb,,,,,,,,,,,,
Almond,Rachelle Taronto,Sfax/Tunisia,Warm,Yes,1982,,,3-Feb,11-Feb,,20-Feb,,,,,,,,,,,,
Almond,Dorée,Sfax/Tunisia,Warm,Yes,1982,,,20-Feb,28-Feb,,9-Mar,,,,,,,,,,,,
Almond,Bruantine,Sfax/Tunisia,Warm,Yes,1982,,,18-Feb,26-Feb,,6-Mar,,,,,,,,,,,,
Almond,Cavaliera,Sfax/Tunisia,Warm,Yes,1982,,,1-Feb,9-Feb,,18-Feb,,,,,,,,,,,,
Almond,Fasciuneddu,Sfax/Tunisia,Warm,Yes,1982,,,10-Feb,18-Feb,,26-Feb,,,,,,,,,,,,
Almond,Ramlet R249,Sfax/Tunisia,Warm,Yes,1982,,,3-Feb,11-Feb,,20-Feb,,,,,,,,,,,,
Almond,Montrone,Sfax/Tunisia,Warm,Yes,1982,,,20-Feb,28-Feb,,8-Mar,,,,,,,,,,,,
Almond,Languedoc,Sfax/Tunisia,Warm,Yes,1982,,,8-Feb,17-Feb,,27-Feb,,,,,,,,,,,,
Almond,Malaguena,Sfax/Tunisia,Warm,Yes,1982,,,8-Feb,17-Feb,,26-Feb,,,,,,,,,,,,
Almond,Ramlet R250,Sfax/Tunisia,Warm,Yes,1982,,,3-Feb,11-Feb,,20-Feb,,,,,,,,,,,,
Almond,Fakhfekh,Sfax/Tunisia,Warm,Yes,1983,,,12-Jan,22-Jan,,1-Feb,,,,,,,,,,,,
Almond,Tozeur 2,Sfax/Tunisia,Warm,Yes,1983,,,8-Jan,17-Jan,,26-Jan,,,,,,,,,,,,
Almond,Zahaf,Sfax/Tunisia,Warm,Yes,1983,,,25-Jan,4-Feb,,15-Feb,,,,,,,,,,,,
Almond,Ksontini,Sfax/Tunisia,Warm,Yes,1983,,,18-Jan,29-Jan,,10-Feb,,,,,,,,,,,,
Almond,Garnghzel,Sfax/Tunisia,Warm,Yes,1983,,,10-Jan,18-Jan,,27-Jan,,,,,,,,,,,,
Almond,Tozeur 4,Sfax/Tunisia,Warm,Yes,1983,,,10-Jan,18-Jan,,27-Jan,,,,,,,,,,,,
Almond,Tozeur 1,Sfax/Tunisia,Warm,Yes,1983,,,13-Jan,23-Jan,,2-Feb,,,,,,,,,,,,
Almond,Abiodh de Sfax,Sfax/Tunisia,Warm,Yes,1983,,,14-Jan,25-Jan,,5-Feb,,,,,,,,,,,,
Almond,Achak,Sfax/Tunisia,Warm,Yes,1983,,,20-Jan,30-Jan,,10-Feb,,,,,,,,,,,,
Almond,Abiodh Ras Djebel,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Faggoussi,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Fakhfekh,Sfax/Tunisia,Warm,Yes,1986,,,24-Jan,4-Feb,,15-Feb,,,,,,,,,,,,
Almond,Tozeur 2,Sfax/Tunisia,Warm,Yes,1986,,,3-Feb,10-Feb,,18-Feb,,,,,,,,,,,,
Almond,Khoukhi,Sfax/Tunisia,Warm,Yes,1986,,,1-Feb,13-Feb,,25-Feb,,,,,,,,,,,,
Almond,Zahaf,Sfax/Tunisia,Warm,Yes,1986,,,1-Feb,9-Feb,,18-Feb,,,,,,,,,,,,
Almond,Ksontini,Sfax/Tunisia,Warm,Yes,1986,,,1-Feb,13-Feb,,25-Feb,,,,,,,,,,,,
Almond,Garnghzel,Sfax/Tunisia,Warm,Yes,1986,,,3-Feb,10-Feb,,18-Feb,,,,,,,,,,,,
Almond,Tozeur 4,Sfax/Tunisia,Warm,Yes,1986,,,3-Feb,10-Feb,,18-Feb,,,,,,,,,,,,
Almond,Tozeur 1,Sfax/Tunisia,Warm,Yes,1986,,,3-Feb,10-Feb,,18-Feb,,,,,,,,,,,,
Almond,Abiodh de Sfax,Sfax/Tunisia,Warm,Yes,1986,,,24-Jan,2-Feb,,11-Feb,,,,,,,,,,,,
Almond,Achak,Sfax/Tunisia,Warm,Yes,1986,,,1-Feb,9-Feb,,18-Feb,,,,,,,,,,,,
Almond,Tarragona,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Cristomorto,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Nonpareil,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Pizzuta,Sfax/Tunisia,Warm,Yes,1986,,,11-Feb,18-Feb,,25-Feb,,,,,,,,,,,,
Almond,Genco Taronto,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Fournat de Breznaud,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Soukaret,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Trell,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Bonifacio,Sfax/Tunisia,Warm,Yes,1986,,,11-Feb,21-Feb,,4-Mar,,,,,,,,,,,,
Almond,Mazzetto,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Ferraduel,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Ferragnes,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Ne Plus Ultra,Sfax/Tunisia,Warm,Yes,1986,,,11-Feb,21-Feb,,4-Mar,,,,,,,,,,,,
Almond,Avola,Sfax/Tunisia,Warm,Yes,1986,,,11-Feb,21-Feb,,4-Mar,,,,,,,,,,,,
Almond,Tuono Taronto,Sfax/Tunisia,Warm,Yes,1986,,,1-Feb,9-Feb,,18-Feb,,,,,,,,,,,,
Almond,Rachelle Taronto,Sfax/Tunisia,Warm,Yes,1986,,,11-Mar,18-Mar,,26-Mar,,,,,,,,,,,,
Almond,Dorée,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
Almond,Bruantine,Sfax/Tunisia,Warm,Yes,1986,,,18-Feb,25-Feb,,4-Mar,,,,,,,,,,,,
Almond,Cavaliera,Sfax/Tunisia,Warm,Yes,1986,,,1-Feb,9-Feb,,18-Feb,,,,,,,,,,,,
Almond,Fasciuneddu,Sfax/Tunisia,Warm,Yes,1986,,,11-Feb,18-Feb,,25-Feb,,,,,,,,,,,,
Almond,Ramlet R249,Sfax/Tunisia,Warm,Yes,1986,,,11-Feb,18-Feb,,25-Feb,,,,,,,,,,,,
Almond,Montrone,Sfax/Tunisia,Warm,Yes,1986,,,25-Feb,4-Mar,,11-Mar,,,,,,,,,,,,
