"species","cultivar","location","repetition","split","year","pheno","measurement_type"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Calibration","2020",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","1988",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","1989",124,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","1990",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","1991",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","2001",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","2004",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","2008",117,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",6,"Validation","2016",119,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1988",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1989",124,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1990",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1991",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1992",122,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1993",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1996",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","1998",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2000",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2001",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2002",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2003",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2005",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2008",117,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2010",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2011",102,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2012",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2013",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2014",98,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2015",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2017",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2019",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Calibration","2020",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","1994",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","1997",104,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","1999",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","2004",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","2006",126,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","2007",107,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","2016",119,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",7,"Validation","2018",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1988",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1989",124,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1990",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1992",122,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1993",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1994",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1996",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","1999",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2000",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2001",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2002",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2003",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2005",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2006",126,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2008",117,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2010",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2011",102,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2012",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2015",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2016",119,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2017",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2019",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Calibration","2020",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","1991",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","1997",104,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","1998",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","2004",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","2007",107,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","2013",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","2014",98,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",8,"Validation","2018",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1988",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1989",124,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1991",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1992",122,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1994",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1996",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","1997",104,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2000",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2001",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2002",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2003",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2005",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2007",107,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2008",117,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2010",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2011",102,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2013",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2014",98,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2015",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2016",119,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2017",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2019",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Calibration","2020",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","1990",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","1993",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","1998",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","1999",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","2004",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","2006",126,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","2012",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",9,"Validation","2018",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1989",124,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1990",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1991",108,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1993",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1994",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1996",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1997",104,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","1999",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2000",115,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2002",114,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2004",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2005",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2007",107,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2008",117,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2010",112,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2011",102,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2012",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2013",120,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2014",98,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2015",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2016",119,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2017",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Calibration","2020",103,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","1988",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","1992",122,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","1998",113,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","2001",123,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","2003",111,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","2006",126,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","2018",109,"flowering_f50"
"Sweet Cherry","Regina","Klein-Altendorf",10,"Validation","2019",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1984",128,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1988",125,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1989",115,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1990",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1991",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1992",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1994",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1998",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","1999",113,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2002",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2003",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2005",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2006",122,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2008",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2010",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2011",101,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2012",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2013",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2014",98,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2015",110,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2017",102,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2018",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Calibration","2019",103,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","1986",129,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","1987",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","1993",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","2000",114,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","2001",123,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","2004",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","2007",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",1,"Validation","2016",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1984",128,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1987",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1988",125,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1989",115,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1990",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1991",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1992",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1993",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1994",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","1998",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2002",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2003",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2004",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2005",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2006",122,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2007",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2010",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2011",101,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2012",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2013",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2015",110,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2017",102,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Calibration","2018",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","1986",129,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","1999",113,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","2000",114,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","2001",123,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","2008",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","2014",98,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","2016",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",2,"Validation","2019",103,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1984",128,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1986",129,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1988",125,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1989",115,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1990",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1991",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1992",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","1998",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2000",114,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2001",123,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2003",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2004",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2006",122,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2007",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2010",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2011",101,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2012",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2013",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2015",110,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2016",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2017",102,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2018",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Calibration","2019",103,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","1987",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","1993",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","1994",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","1999",113,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","2002",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","2005",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","2008",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",3,"Validation","2014",98,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1984",128,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1986",129,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1988",125,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1991",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1992",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1993",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1994",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","1999",113,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2001",123,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2004",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2005",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2006",122,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2007",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2008",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2009",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2010",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2011",101,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2012",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2013",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2015",110,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2016",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2017",102,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2018",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Calibration","2019",103,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","1987",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","1989",115,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","1990",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","1998",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","2000",114,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","2002",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","2003",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",4,"Validation","2014",98,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1984",128,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1987",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1988",125,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1989",115,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1990",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1992",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1994",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","1999",113,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2000",114,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2001",123,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2002",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2003",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2004",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2005",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2006",122,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2007",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2008",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2012",107,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2014",98,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2015",110,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2016",119,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2017",102,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2018",108,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Calibration","2019",103,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","1986",129,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","1991",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","1993",112,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","1998",109,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","2009",106,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","2010",111,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","2011",101,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",5,"Validation","2013",118,"flowering_f50"
"Sweet Cherry","Schneiders","Klein-Altendorf",6,"Calibration","1986",129,"flowering_f50"
