"DATE","YEARMODA","Year","Month","Day","Tmin","Tmax","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
1995-08-13,1995813,1995,8,13,17.9,25.6,NA,NA,FALSE,FALSE
1995-08-14,1995814,1995,8,14,13.8,22.8,NA,NA,FALSE,FALSE
1995-08-15,1995815,1995,8,15,9.6,24.2,NA,NA,FALSE,FALSE
1995-08-16,1995816,1995,8,16,13.5,23.8,NA,NA,FALSE,FALSE
1995-08-17,1995817,1995,8,17,11.3,26.5,NA,NA,FALSE,FALSE
1995-08-18,1995818,1995,8,18,10.7,28.5,NA,NA,FALSE,FALSE
1995-08-19,1995819,1995,8,19,13.4,30.1,NA,NA,FALSE,FALSE
1995-08-20,1995820,1995,8,20,14.7,26.3,NA,NA,FALSE,FALSE
1995-08-21,1995821,1995,8,21,16.4,26.9,NA,NA,FALSE,FALSE
1995-08-22,1995822,1995,8,22,13.5,29.2,NA,NA,FALSE,FALSE
1995-08-23,1995823,1995,8,23,15.3,22.6,NA,NA,FALSE,FALSE
1995-08-24,1995824,1995,8,24,15.1,22.6,NA,NA,FALSE,FALSE
1995-08-25,1995825,1995,8,25,13.3,22.6,NA,NA,FALSE,FALSE
1995-08-26,1995826,1995,8,26,13.8,19.5,NA,NA,FALSE,FALSE
1995-08-27,1995827,1995,8,27,9.9,17.6,NA,NA,FALSE,FALSE
1995-08-28,1995828,1995,8,28,9.4,17.2,NA,NA,FALSE,FALSE
1995-08-29,1995829,1995,8,29,10.2,14,NA,NA,FALSE,FALSE
1995-08-30,1995830,1995,8,30,8.8,17.2,NA,NA,FALSE,FALSE
1995-08-31,1995831,1995,8,31,8.1,17.6,NA,NA,FALSE,FALSE
1995-09-10,1995910,1995,9,10,13.1,20.9,NA,NA,FALSE,FALSE
1995-09-11,1995911,1995,9,11,13.6,20.6,NA,NA,FALSE,FALSE
1995-09-12,1995912,1995,9,12,11.9,20.2,NA,NA,FALSE,FALSE
1995-09-13,1995913,1995,9,13,12.5,16.6,NA,NA,FALSE,FALSE
1995-09-14,1995914,1995,9,14,9.6,19.3,NA,NA,FALSE,FALSE
1995-09-15,1995915,1995,9,15,7.6,16.2,NA,NA,FALSE,FALSE
1995-09-16,1995916,1995,9,16,10.3,18.1,NA,NA,FALSE,FALSE
1995-09-17,1995917,1995,9,17,9.9,19.3,NA,NA,FALSE,FALSE
1995-09-18,1995918,1995,9,18,8.5,19.5,NA,NA,FALSE,FALSE
1995-09-19,1995919,1995,9,19,8.2,20.8,NA,NA,FALSE,FALSE
1995-09-20,1995920,1995,9,20,10.4,14.1,NA,NA,FALSE,FALSE
1995-09-21,1995921,1995,9,21,8.4,17.9,NA,NA,FALSE,FALSE
1995-09-22,1995922,1995,9,22,12.3,16.8,NA,NA,FALSE,FALSE
1995-09-23,1995923,1995,9,23,10.8,17.2,NA,NA,FALSE,FALSE
1995-09-24,1995924,1995,9,24,9.8,17.8,NA,NA,FALSE,FALSE
1995-09-25,1995925,1995,9,25,10.2,17.2,NA,NA,FALSE,FALSE
1995-09-26,1995926,1995,9,26,9.7,15.7,NA,NA,FALSE,FALSE
1995-09-27,1995927,1995,9,27,8.7,16.3,NA,NA,FALSE,FALSE
1995-09-28,1995928,1995,9,28,4.2,12.6,NA,NA,FALSE,FALSE
1995-09-29,1995929,1995,9,29,4,14,NA,NA,FALSE,FALSE
1995-09-30,1995930,1995,9,30,7.5,12.1,NA,NA,FALSE,FALSE
1996-10-01,1996101,1996,10,1,8.7,15.1,NA,NA,FALSE,FALSE
1996-10-02,1996102,1996,10,2,7,14.5,NA,NA,FALSE,FALSE
1996-10-03,1996103,1996,10,3,3.9,16.7,NA,NA,FALSE,FALSE
1996-10-04,1996104,1996,10,4,7.4,14.2,NA,NA,FALSE,FALSE
1996-10-05,1996105,1996,10,5,6.6,13,NA,NA,FALSE,FALSE
1996-10-06,1996106,1996,10,6,3,12.4,NA,NA,FALSE,FALSE
1996-10-07,1996107,1996,10,7,0.9,15.3,NA,NA,FALSE,FALSE
1996-10-08,1996108,1996,10,8,7.9,15.6,NA,NA,FALSE,FALSE
1996-10-09,1996109,1996,10,9,6.1,15.6,NA,NA,FALSE,FALSE
1996-01-10,1996110,1996,1,10,1.3,4.9,NA,NA,FALSE,FALSE
1996-01-11,1996111,1996,1,11,1,5.9,NA,NA,FALSE,FALSE
1996-11-01,1996111,1996,11,1,7.5,12.6,NA,NA,FALSE,FALSE
1996-01-12,1996112,1996,1,12,4.5,9.8,NA,NA,FALSE,FALSE
1996-11-02,1996112,1996,11,2,7.4,14.2,NA,NA,FALSE,FALSE
1996-01-13,1996113,1996,1,13,3.1,11.1,NA,NA,FALSE,FALSE
1996-11-03,1996113,1996,11,3,11.7,14.6,NA,NA,FALSE,FALSE
1996-01-14,1996114,1996,1,14,0.5,3.3,NA,NA,FALSE,FALSE
1996-11-04,1996114,1996,11,4,11,14,NA,NA,FALSE,FALSE
1996-01-15,1996115,1996,1,15,0,2.5,NA,NA,FALSE,FALSE
1996-11-05,1996115,1996,11,5,6.5,13.8,NA,NA,FALSE,FALSE
1996-01-16,1996116,1996,1,16,-0.6,2.3,NA,NA,FALSE,FALSE
1996-11-06,1996116,1996,11,6,6.2,12.9,NA,NA,FALSE,FALSE
1996-01-17,1996117,1996,1,17,-2.4,0.4,NA,NA,FALSE,FALSE
1996-11-07,1996117,1996,11,7,6.3,11.9,NA,NA,FALSE,FALSE
1996-01-18,1996118,1996,1,18,-3.7,0.7,NA,NA,FALSE,FALSE
1996-11-08,1996118,1996,11,8,4.3,10.7,NA,NA,FALSE,FALSE
1996-01-19,1996119,1996,1,19,-4.6,0.1,NA,NA,FALSE,FALSE
1996-11-09,1996119,1996,11,9,4,12.3,NA,NA,FALSE,FALSE
1996-01-20,1996120,1996,1,20,-3.3,-0.7,NA,NA,FALSE,FALSE
1996-01-21,1996121,1996,1,21,-1.9,-0.8,NA,NA,FALSE,FALSE
1996-12-01,1996121,1996,12,1,1.2,6.6,NA,NA,FALSE,FALSE
1996-01-22,1996122,1996,1,22,-2.6,1.3,NA,NA,FALSE,FALSE
1996-12-02,1996122,1996,12,2,4.8,6.9,NA,NA,FALSE,FALSE
1996-01-23,1996123,1996,1,23,-5.3,-1.8,NA,NA,FALSE,FALSE
1996-12-03,1996123,1996,12,3,2.4,7.3,NA,NA,FALSE,FALSE
1996-01-24,1996124,1996,1,24,-3.8,-1,NA,NA,FALSE,FALSE
1996-12-04,1996124,1996,12,4,5.9,8.7,NA,NA,FALSE,FALSE
1996-01-25,1996125,1996,1,25,-7.4,-3.4,NA,NA,FALSE,FALSE
1996-12-05,1996125,1996,12,5,5.2,6.4,NA,NA,FALSE,FALSE
1996-01-26,1996126,1996,1,26,-8.6,-6.1,NA,NA,FALSE,FALSE
1996-12-06,1996126,1996,12,6,2.8,6,NA,NA,FALSE,FALSE
1996-01-27,1996127,1996,1,27,-6.1,-2,NA,NA,FALSE,FALSE
1996-12-07,1996127,1996,12,7,-0.7,4.6,NA,NA,FALSE,FALSE
1996-01-28,1996128,1996,1,28,-5.5,-3.2,NA,NA,FALSE,FALSE
1996-12-08,1996128,1996,12,8,-1.7,1.2,NA,NA,FALSE,FALSE
1996-01-29,1996129,1996,1,29,-4.8,-0.3,NA,NA,FALSE,FALSE
1996-12-09,1996129,1996,12,9,-1.1,-0.2,NA,NA,FALSE,FALSE
1996-01-30,1996130,1996,1,30,-5.4,1.5,NA,NA,FALSE,FALSE
1996-01-31,1996131,1996,1,31,-5.7,4.2,NA,NA,FALSE,FALSE
1996-02-10,1996210,1996,2,10,-1.3,5.1,NA,NA,FALSE,FALSE
1996-02-11,1996211,1996,2,11,1.6,6.1,NA,NA,FALSE,FALSE
1996-02-12,1996212,1996,2,12,1.5,4.7,NA,NA,FALSE,FALSE
1996-02-13,1996213,1996,2,13,-0.3,1.6,NA,NA,FALSE,FALSE
1996-02-14,1996214,1996,2,14,-0.5,0.7,NA,NA,FALSE,FALSE
1996-02-15,1996215,1996,2,15,-1.2,0.2,NA,NA,FALSE,FALSE
1996-02-16,1996216,1996,2,16,-0.4,6.6,NA,NA,FALSE,FALSE
1996-02-17,1996217,1996,2,17,2.6,5.4,NA,NA,FALSE,FALSE
1996-02-18,1996218,1996,2,18,2.1,4.6,NA,NA,FALSE,FALSE
1996-02-19,1996219,1996,2,19,-0.5,5,NA,NA,FALSE,FALSE
1996-02-20,1996220,1996,2,20,-3.1,1,NA,NA,FALSE,FALSE
1996-02-21,1996221,1996,2,21,-6.7,-3.2,NA,NA,FALSE,FALSE
1996-02-22,1996222,1996,2,22,-7,-0.4,NA,NA,FALSE,FALSE
1996-02-23,1996223,1996,2,23,-6.9,1,NA,NA,FALSE,FALSE
1996-02-24,1996224,1996,2,24,-3,3.6,NA,NA,FALSE,FALSE
1996-02-25,1996225,1996,2,25,3.6,10,NA,NA,FALSE,FALSE
1996-02-26,1996226,1996,2,26,5,12.1,NA,NA,FALSE,FALSE
1996-02-27,1996227,1996,2,27,3.1,6.5,NA,NA,FALSE,FALSE
1996-02-28,1996228,1996,2,28,1.5,8.1,NA,NA,FALSE,FALSE
1996-02-29,1996229,1996,2,29,-1.9,3.3,NA,NA,FALSE,FALSE
1996-03-10,1996310,1996,3,10,-3.4,7.7,NA,NA,FALSE,FALSE
1996-03-11,1996311,1996,3,11,-5.8,0.1,NA,NA,FALSE,FALSE
1996-03-12,1996312,1996,3,12,-8.4,0.9,NA,NA,FALSE,FALSE
1996-03-13,1996313,1996,3,13,-7.9,1.9,NA,NA,FALSE,FALSE
1996-03-14,1996314,1996,3,14,-5.1,6.2,NA,NA,FALSE,FALSE
1996-03-15,1996315,1996,3,15,0.5,11.9,NA,NA,FALSE,FALSE
1996-03-16,1996316,1996,3,16,0.1,10.1,NA,NA,FALSE,FALSE
1996-03-17,1996317,1996,3,17,2.9,7.1,NA,NA,FALSE,FALSE
1996-03-18,1996318,1996,3,18,3.3,7.7,NA,NA,FALSE,FALSE
1996-03-19,1996319,1996,3,19,0.2,10.9,NA,NA,FALSE,FALSE
1996-03-20,1996320,1996,3,20,4.4,13.6,NA,NA,FALSE,FALSE
1996-03-21,1996321,1996,3,21,4.7,12.3,NA,NA,FALSE,FALSE
1996-03-22,1996322,1996,3,22,5.5,10.4,NA,NA,FALSE,FALSE
1996-03-23,1996323,1996,3,23,6.6,12.4,NA,NA,FALSE,FALSE
1996-03-24,1996324,1996,3,24,2.4,10.8,NA,NA,FALSE,FALSE
1996-03-25,1996325,1996,3,25,1.8,12.3,NA,NA,FALSE,FALSE
1996-03-26,1996326,1996,3,26,1.7,8,NA,NA,FALSE,FALSE
1996-03-27,1996327,1996,3,27,-2.3,7.5,NA,NA,FALSE,FALSE
1996-03-28,1996328,1996,3,28,-4.6,8.9,NA,NA,FALSE,FALSE
1996-03-29,1996329,1996,3,29,0.6,5,NA,NA,FALSE,FALSE
1996-03-30,1996330,1996,3,30,-0.1,3.7,NA,NA,FALSE,FALSE
1996-03-31,1996331,1996,3,31,-1.2,4.3,NA,NA,FALSE,FALSE
1996-04-10,1996410,1996,4,10,5.6,16.9,NA,NA,FALSE,FALSE
1996-04-11,1996411,1996,4,11,5.7,10.7,NA,NA,FALSE,FALSE
1996-04-12,1996412,1996,4,12,0.3,8.9,NA,NA,FALSE,FALSE
1996-04-13,1996413,1996,4,13,-0.7,11.2,NA,NA,FALSE,FALSE
1996-04-14,1996414,1996,4,14,-2.5,12.9,NA,NA,FALSE,FALSE
1996-04-15,1996415,1996,4,15,-1.2,15.9,NA,NA,FALSE,FALSE
1996-04-16,1996416,1996,4,16,3.2,18.1,NA,NA,FALSE,FALSE
1996-04-17,1996417,1996,4,17,3.5,19,NA,NA,FALSE,FALSE
1996-04-18,1996418,1996,4,18,8.1,19.1,NA,NA,FALSE,FALSE
1996-04-19,1996419,1996,4,19,5.3,21.8,NA,NA,FALSE,FALSE
1996-04-20,1996420,1996,4,20,8.2,24.2,NA,NA,FALSE,FALSE
1996-04-21,1996421,1996,4,21,7.4,25.3,NA,NA,FALSE,FALSE
1996-04-22,1996422,1996,4,22,15.5,25,NA,NA,FALSE,FALSE
1996-04-23,1996423,1996,4,23,13.6,19.5,NA,NA,FALSE,FALSE
1996-04-24,1996424,1996,4,24,7.7,14.8,NA,NA,FALSE,FALSE
1996-04-25,1996425,1996,4,25,4.7,16.9,NA,NA,FALSE,FALSE
1996-04-26,1996426,1996,4,26,1.6,18.9,NA,NA,FALSE,FALSE
1996-04-27,1996427,1996,4,27,4.3,21.8,NA,NA,FALSE,FALSE
1996-04-28,1996428,1996,4,28,7.2,15.2,NA,NA,FALSE,FALSE
1996-04-29,1996429,1996,4,29,5.1,13.7,NA,NA,FALSE,FALSE
1996-04-30,1996430,1996,4,30,4.4,15.8,NA,NA,FALSE,FALSE
1996-05-10,1996510,1996,5,10,4.8,8.1,NA,NA,FALSE,FALSE
1996-05-11,1996511,1996,5,11,6.2,10,NA,NA,FALSE,FALSE
1996-05-12,1996512,1996,5,12,7.4,9.9,NA,NA,FALSE,FALSE
1996-05-13,1996513,1996,5,13,6.9,8.9,NA,NA,FALSE,FALSE
1996-05-14,1996514,1996,5,14,7,11.9,NA,NA,FALSE,FALSE
1996-05-15,1996515,1996,5,15,7.7,10.4,NA,NA,FALSE,FALSE
1996-05-16,1996516,1996,5,16,5.9,12.8,NA,NA,FALSE,FALSE
1996-05-17,1996517,1996,5,17,9.6,21.9,NA,NA,FALSE,FALSE
1996-05-18,1996518,1996,5,18,9.4,17.3,NA,NA,FALSE,FALSE
1996-05-19,1996519,1996,5,19,10.2,15.6,NA,NA,FALSE,FALSE
1996-05-20,1996520,1996,5,20,7.3,17.1,NA,NA,FALSE,FALSE
1996-05-21,1996521,1996,5,21,6.6,14.7,NA,NA,FALSE,FALSE
1996-05-22,1996522,1996,5,22,4.8,14.8,NA,NA,FALSE,FALSE
1996-05-23,1996523,1996,5,23,10,16.8,NA,NA,FALSE,FALSE
1996-05-24,1996524,1996,5,24,12.4,21.7,NA,NA,FALSE,FALSE
1996-05-25,1996525,1996,5,25,10.3,16,NA,NA,FALSE,FALSE
1996-05-26,1996526,1996,5,26,6.3,17.4,NA,NA,FALSE,FALSE
1996-05-27,1996527,1996,5,27,7.7,15.6,NA,NA,FALSE,FALSE
1996-05-28,1996528,1996,5,28,5.6,14.7,NA,NA,FALSE,FALSE
1996-05-29,1996529,1996,5,29,7.1,22.1,NA,NA,FALSE,FALSE
1996-05-30,1996530,1996,5,30,11,26.1,NA,NA,FALSE,FALSE
1996-05-31,1996531,1996,5,31,13.7,25.4,NA,NA,FALSE,FALSE
1996-06-10,1996610,1996,6,10,11.5,26.6,NA,NA,FALSE,FALSE
1996-06-11,1996611,1996,6,11,15.6,28.7,NA,NA,FALSE,FALSE
1996-06-12,1996612,1996,6,12,9.8,21.2,NA,NA,FALSE,FALSE
1996-06-13,1996613,1996,6,13,6.9,19.6,NA,NA,FALSE,FALSE
1996-06-14,1996614,1996,6,14,8.5,19.3,NA,NA,FALSE,FALSE
1996-06-15,1996615,1996,6,15,5,22.9,NA,NA,FALSE,FALSE
1996-06-16,1996616,1996,6,16,7.6,22.4,NA,NA,FALSE,FALSE
1996-06-17,1996617,1996,6,17,7.2,26,NA,NA,FALSE,FALSE
1996-06-18,1996618,1996,6,18,11.5,23.2,NA,NA,FALSE,FALSE
1996-06-19,1996619,1996,6,19,9.1,14,NA,NA,FALSE,FALSE
1996-06-20,1996620,1996,6,20,9.5,12.5,NA,NA,FALSE,FALSE
1996-06-21,1996621,1996,6,21,8.1,15.5,NA,NA,FALSE,FALSE
1996-06-22,1996622,1996,6,22,8.9,14.4,NA,NA,FALSE,FALSE
1996-06-23,1996623,1996,6,23,9.1,14.2,NA,NA,FALSE,FALSE
1996-06-24,1996624,1996,6,24,9.3,14,NA,NA,FALSE,FALSE
1996-06-25,1996625,1996,6,25,9.3,16.3,NA,NA,FALSE,FALSE
1996-06-26,1996626,1996,6,26,5.8,22,NA,NA,FALSE,FALSE
1996-06-27,1996627,1996,6,27,9.4,18.1,NA,NA,FALSE,FALSE
1996-06-28,1996628,1996,6,28,13.3,22.4,NA,NA,FALSE,FALSE
1996-06-29,1996629,1996,6,29,10.7,16.9,NA,NA,FALSE,FALSE
1996-06-30,1996630,1996,6,30,11.1,17.3,NA,NA,FALSE,FALSE
1996-07-10,1996710,1996,7,10,12.9,15.5,NA,NA,FALSE,FALSE
1996-07-11,1996711,1996,7,11,11.7,23.6,NA,NA,FALSE,FALSE
1996-07-12,1996712,1996,7,12,15.2,24.9,NA,NA,FALSE,FALSE
1996-07-13,1996713,1996,7,13,12.9,23.2,NA,NA,FALSE,FALSE
1996-07-14,1996714,1996,7,14,13.6,25.7,NA,NA,FALSE,FALSE
1996-07-15,1996715,1996,7,15,12.3,22.8,NA,NA,FALSE,FALSE
1996-07-16,1996716,1996,7,16,8.1,20.1,NA,NA,FALSE,FALSE
1996-07-17,1996717,1996,7,17,7.5,21.7,NA,NA,FALSE,FALSE
1996-07-18,1996718,1996,7,18,7.9,20.7,NA,NA,FALSE,FALSE
1996-07-19,1996719,1996,7,19,8.7,22.2,NA,NA,FALSE,FALSE
1996-07-20,1996720,1996,7,20,6.9,23.9,NA,NA,FALSE,FALSE
1996-07-21,1996721,1996,7,21,9.1,26.1,NA,NA,FALSE,FALSE
1996-07-22,1996722,1996,7,22,11.9,27.1,NA,NA,FALSE,FALSE
1996-07-23,1996723,1996,7,23,12.7,26,NA,NA,FALSE,FALSE
1996-07-24,1996724,1996,7,24,13.4,18.7,NA,NA,FALSE,FALSE
1996-07-25,1996725,1996,7,25,12.3,18.6,NA,NA,FALSE,FALSE
1996-07-26,1996726,1996,7,26,11.7,21.8,NA,NA,FALSE,FALSE
1996-07-27,1996727,1996,7,27,10.3,26.3,NA,NA,FALSE,FALSE
1996-07-28,1996728,1996,7,28,15.7,22.6,NA,NA,FALSE,FALSE
1996-07-29,1996729,1996,7,29,13.1,24.3,NA,NA,FALSE,FALSE
1996-07-30,1996730,1996,7,30,11.9,23.5,NA,NA,FALSE,FALSE
1996-07-31,1996731,1996,7,31,15.6,24.1,NA,NA,FALSE,FALSE
1996-08-10,1996810,1996,8,10,18.1,29.3,NA,NA,FALSE,FALSE
1996-08-11,1996811,1996,8,11,15.6,23.2,NA,NA,FALSE,FALSE
1996-08-12,1996812,1996,8,12,14.1,18.4,NA,NA,FALSE,FALSE
1996-08-13,1996813,1996,8,13,13.1,18.4,NA,NA,FALSE,FALSE
1996-08-14,1996814,1996,8,14,13.4,19.5,NA,NA,FALSE,FALSE
1996-08-15,1996815,1996,8,15,15.3,19.5,NA,NA,FALSE,FALSE
1996-08-16,1996816,1996,8,16,11.2,19.4,NA,NA,FALSE,FALSE
1996-08-17,1996817,1996,8,17,9.1,23.6,NA,NA,FALSE,FALSE
1996-08-18,1996818,1996,8,18,11.1,27,NA,NA,FALSE,FALSE
1996-08-19,1996819,1996,8,19,12.8,28.6,NA,NA,FALSE,FALSE
1996-08-20,1996820,1996,8,20,15,29.8,NA,NA,FALSE,FALSE
1996-08-21,1996821,1996,8,21,15.9,22.7,NA,NA,FALSE,FALSE
1996-08-22,1996822,1996,8,22,13,23.5,NA,NA,FALSE,FALSE
1996-08-23,1996823,1996,8,23,11.7,25.2,NA,NA,FALSE,FALSE
1996-08-24,1996824,1996,8,24,13.2,22.1,NA,NA,FALSE,FALSE
1996-08-25,1996825,1996,8,25,13,20.1,NA,NA,FALSE,FALSE
1996-08-26,1996826,1996,8,26,9.9,22.3,NA,NA,FALSE,FALSE
1996-08-27,1996827,1996,8,27,9.7,21.6,NA,NA,FALSE,FALSE
1996-08-28,1996828,1996,8,28,12.2,14.8,NA,NA,FALSE,FALSE
1996-08-29,1996829,1996,8,29,12.1,14.9,NA,NA,FALSE,FALSE
1996-08-30,1996830,1996,8,30,12.4,17.2,NA,NA,FALSE,FALSE
1996-08-31,1996831,1996,8,31,10.2,17.2,NA,NA,FALSE,FALSE
1996-09-10,1996910,1996,9,10,5.7,15.5,NA,NA,FALSE,FALSE
1996-09-11,1996911,1996,9,11,10.2,14.3,NA,NA,FALSE,FALSE
1996-09-12,1996912,1996,9,12,7.1,15.7,NA,NA,FALSE,FALSE
1996-09-13,1996913,1996,9,13,7.1,13.6,NA,NA,FALSE,FALSE
1996-09-14,1996914,1996,9,14,11.1,14.1,NA,NA,FALSE,FALSE
1996-09-15,1996915,1996,9,15,9,15.1,NA,NA,FALSE,FALSE
1996-09-16,1996916,1996,9,16,4.3,16.9,NA,NA,FALSE,FALSE
1996-09-17,1996917,1996,9,17,1.8,15.8,NA,NA,FALSE,FALSE
1996-09-18,1996918,1996,9,18,4.3,12.3,NA,NA,FALSE,FALSE
1996-09-19,1996919,1996,9,19,6.8,17.7,NA,NA,FALSE,FALSE
1996-09-20,1996920,1996,9,20,3,13.7,NA,NA,FALSE,FALSE
1996-09-21,1996921,1996,9,21,7.8,14.4,NA,NA,FALSE,FALSE
1996-09-22,1996922,1996,9,22,8.7,11.3,NA,NA,FALSE,FALSE
1996-09-23,1996923,1996,9,23,9.5,12,NA,NA,FALSE,FALSE
1996-09-24,1996924,1996,9,24,9.4,12.5,NA,NA,FALSE,FALSE
1996-09-25,1996925,1996,9,25,8.9,15.3,NA,NA,FALSE,FALSE
1996-09-26,1996926,1996,9,26,6.5,19.4,NA,NA,FALSE,FALSE
1996-09-27,1996927,1996,9,27,10.2,18.7,NA,NA,FALSE,FALSE
1996-09-28,1996928,1996,9,28,11,16.4,NA,NA,FALSE,FALSE
1996-09-29,1996929,1996,9,29,10.9,16.9,NA,NA,FALSE,FALSE
1996-09-30,1996930,1996,9,30,14.4,18.8,NA,NA,FALSE,FALSE
1997-10-01,1997101,1997,10,1,16,20.9,NA,NA,FALSE,FALSE
1997-10-02,1997102,1997,10,2,9.7,17.4,NA,NA,FALSE,FALSE
1997-10-03,1997103,1997,10,3,6.6,15.3,NA,NA,FALSE,FALSE
1997-10-04,1997104,1997,10,4,9.6,16.4,NA,NA,FALSE,FALSE
1997-10-05,1997105,1997,10,5,6.3,18.5,NA,NA,FALSE,FALSE
1997-10-06,1997106,1997,10,6,5,23.4,NA,NA,FALSE,FALSE
1997-10-07,1997107,1997,10,7,12.1,20.5,NA,NA,FALSE,FALSE
1997-10-08,1997108,1997,10,8,12,17.6,NA,NA,FALSE,FALSE
1997-10-09,1997109,1997,10,9,12.5,21.6,NA,NA,FALSE,FALSE
1997-01-10,1997110,1997,1,10,-6,-2.9,NA,NA,FALSE,FALSE
1997-01-11,1997111,1997,1,11,-6.8,-1.8,NA,NA,FALSE,FALSE
1997-11-01,1997111,1997,11,1,-4.4,8.4,NA,NA,FALSE,FALSE
1997-01-12,1997112,1997,1,12,-7.4,-1.6,NA,NA,FALSE,FALSE
1997-11-02,1997112,1997,11,2,-4.6,8.2,NA,NA,FALSE,FALSE
1997-01-13,1997113,1997,1,13,-5.7,1.2,NA,NA,FALSE,FALSE
1997-11-03,1997113,1997,11,3,-4.2,10.1,NA,NA,FALSE,FALSE
1997-01-14,1997114,1997,1,14,-4.8,2.9,NA,NA,FALSE,FALSE
1997-11-04,1997114,1997,11,4,0.9,7.6,NA,NA,FALSE,FALSE
1997-01-15,1997115,1997,1,15,-5.6,1.6,NA,NA,FALSE,FALSE
1997-11-05,1997115,1997,11,5,4.7,13.8,NA,NA,FALSE,FALSE
1997-01-16,1997116,1997,1,16,-6,2.6,NA,NA,FALSE,FALSE
1997-11-06,1997116,1997,11,6,9.7,12.5,NA,NA,FALSE,FALSE
1997-01-17,1997117,1997,1,17,-3.5,4.8,NA,NA,FALSE,FALSE
1997-11-07,1997117,1997,11,7,7,15.7,NA,NA,FALSE,FALSE
1997-01-18,1997118,1997,1,18,-0.2,6.5,NA,NA,FALSE,FALSE
1997-11-08,1997118,1997,11,8,5.1,13.3,NA,NA,FALSE,FALSE
1997-01-19,1997119,1997,1,19,1.3,5.1,NA,NA,FALSE,FALSE
1997-11-09,1997119,1997,11,9,7.9,11.8,NA,NA,FALSE,FALSE
1997-01-20,1997120,1997,1,20,1.4,4.9,NA,NA,FALSE,FALSE
1997-01-21,1997121,1997,1,21,0.9,3.1,NA,NA,FALSE,FALSE
1997-12-01,1997121,1997,12,1,-1.1,6.9,NA,NA,FALSE,FALSE
1997-01-22,1997122,1997,1,22,2.1,11.7,NA,NA,FALSE,FALSE
1997-12-02,1997122,1997,12,2,-0.9,1.9,NA,NA,FALSE,FALSE
1997-01-23,1997123,1997,1,23,2.1,11.3,NA,NA,FALSE,FALSE
1997-12-03,1997123,1997,12,3,-1.1,0.5,NA,NA,FALSE,FALSE
1997-01-24,1997124,1997,1,24,3.8,6,NA,NA,FALSE,FALSE
1997-12-04,1997124,1997,12,4,-0.9,1.3,NA,NA,FALSE,FALSE
1997-01-25,1997125,1997,1,25,0.9,4.1,NA,NA,FALSE,FALSE
1997-12-05,1997125,1997,12,5,-5.4,2.3,NA,NA,FALSE,FALSE
1997-01-26,1997126,1997,1,26,0.2,1.7,NA,NA,FALSE,FALSE
1997-12-06,1997126,1997,12,6,1,3.7,NA,NA,FALSE,FALSE
1997-01-27,1997127,1997,1,27,-1.4,0.2,NA,NA,FALSE,FALSE
1997-12-07,1997127,1997,12,7,0.6,5,NA,NA,FALSE,FALSE
1997-01-28,1997128,1997,1,28,-4,0.6,NA,NA,FALSE,FALSE
1997-12-08,1997128,1997,12,8,0.9,7,NA,NA,FALSE,FALSE
1997-01-29,1997129,1997,1,29,0.3,2.2,NA,NA,FALSE,FALSE
1997-12-09,1997129,1997,12,9,3.7,9.8,NA,NA,FALSE,FALSE
1997-01-30,1997130,1997,1,30,0.8,1.8,NA,NA,FALSE,FALSE
1997-01-31,1997131,1997,1,31,0.6,4.8,NA,NA,FALSE,FALSE
1997-02-10,1997210,1997,2,10,5.6,11.3,NA,NA,FALSE,FALSE
1997-02-11,1997211,1997,2,11,1.8,7.9,NA,NA,FALSE,FALSE
1997-02-12,1997212,1997,2,12,5.9,13.2,NA,NA,FALSE,FALSE
1997-02-13,1997213,1997,2,13,3.6,10.1,NA,NA,FALSE,FALSE
1997-02-14,1997214,1997,2,14,2,7.6,NA,NA,FALSE,FALSE
1997-02-15,1997215,1997,2,15,0.7,6.1,NA,NA,FALSE,FALSE
1997-02-16,1997216,1997,2,16,1.6,6.7,NA,NA,FALSE,FALSE
1997-02-17,1997217,1997,2,17,1.8,7.8,NA,NA,FALSE,FALSE
1997-02-18,1997218,1997,2,18,4.1,12.6,NA,NA,FALSE,FALSE
1997-02-19,1997219,1997,2,19,3,7.7,NA,NA,FALSE,FALSE
1997-02-20,1997220,1997,2,20,4.8,10,NA,NA,FALSE,FALSE
1997-02-21,1997221,1997,2,21,7.8,10.8,NA,NA,FALSE,FALSE
1997-02-22,1997222,1997,2,22,5,12.9,NA,NA,FALSE,FALSE
1997-02-23,1997223,1997,2,23,4.7,13,NA,NA,FALSE,FALSE
1997-02-24,1997224,1997,2,24,8.9,12.1,NA,NA,FALSE,FALSE
1997-02-25,1997225,1997,2,25,8.7,13.4,NA,NA,FALSE,FALSE
1997-02-26,1997226,1997,2,26,3.9,10.8,NA,NA,FALSE,FALSE
1997-02-27,1997227,1997,2,27,4.3,8.3,NA,NA,FALSE,FALSE
1997-02-28,1997228,1997,2,28,5.3,15.2,NA,NA,FALSE,FALSE
1997-03-10,1997310,1997,3,10,3.8,18.6,NA,NA,FALSE,FALSE
1997-03-11,1997311,1997,3,11,1.3,15.4,NA,NA,FALSE,FALSE
1997-03-12,1997312,1997,3,12,0.4,18.3,NA,NA,FALSE,FALSE
1997-03-13,1997313,1997,3,13,6.1,14.4,NA,NA,FALSE,FALSE
