"DATE","YEARMODA","Year","Month","Day","Tmin","Tmax","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
2000-09-02,200092,2000,9,2,12.1,17.5,NA,NA,FALSE,FALSE
2000-09-03,200093,2000,9,3,11.7,16.5,NA,NA,FALSE,FALSE
2000-09-04,200094,2000,9,4,10.6,14.9,NA,NA,FALSE,FALSE
2000-09-05,200095,2000,9,5,9.9,19,NA,NA,FALSE,FALSE
2000-09-06,200096,2000,9,6,10.5,15,NA,NA,FALSE,FALSE
2000-09-07,200097,2000,9,7,12.4,17.6,NA,NA,FALSE,FALSE
2000-09-08,200098,2000,9,8,12.9,22.3,NA,NA,FALSE,FALSE
2000-09-09,200099,2000,9,9,13.2,22,NA,NA,FALSE,FALSE
2001-01-01,200111,2001,1,1,-0.8,5.5,NA,NA,FALSE,FALSE
2001-01-02,200112,2001,1,2,3.6,11.9,NA,NA,FALSE,FALSE
2001-01-03,200113,2001,1,3,3.8,8.6,NA,NA,FALSE,FALSE
2001-01-04,200114,2001,1,4,3.7,8.8,NA,NA,FALSE,FALSE
2001-01-05,200115,2001,1,5,6.1,10.4,NA,NA,FALSE,FALSE
2001-01-06,200116,2001,1,6,3.5,11,NA,NA,FALSE,FALSE
2001-01-07,200117,2001,1,7,1.1,8.1,NA,NA,FALSE,FALSE
2001-01-08,200118,2001,1,8,-0.6,6.7,NA,NA,FALSE,FALSE
2001-01-09,200119,2001,1,9,0.1,6.6,NA,NA,FALSE,FALSE
2001-02-01,200121,2001,2,1,-1.5,2.6,NA,NA,FALSE,FALSE
2001-02-02,200122,2001,2,2,-1.1,1.5,NA,NA,FALSE,FALSE
2001-02-03,200123,2001,2,3,-0.9,6.1,NA,NA,FALSE,FALSE
2001-02-04,200124,2001,2,4,3.6,10.1,NA,NA,FALSE,FALSE
2001-02-05,200125,2001,2,5,7,10.6,NA,NA,FALSE,FALSE
2001-02-06,200126,2001,2,6,9.5,14.9,NA,NA,FALSE,FALSE
2001-02-07,200127,2001,2,7,8.4,13.7,NA,NA,FALSE,FALSE
2001-02-08,200128,2001,2,8,8.9,14.3,NA,NA,FALSE,FALSE
2001-02-09,200129,2001,2,9,-1.6,9,NA,NA,FALSE,FALSE
2001-03-01,200131,2001,3,1,0.2,4.7,NA,NA,FALSE,FALSE
2001-03-02,200132,2001,3,2,-1.1,4.9,NA,NA,FALSE,FALSE
2001-03-03,200133,2001,3,3,-1.8,1.5,NA,NA,FALSE,FALSE
2001-03-04,200134,2001,3,4,-0.8,5.9,NA,NA,FALSE,FALSE
2001-03-05,200135,2001,3,5,-0.7,4.4,NA,NA,FALSE,FALSE
2001-03-06,200136,2001,3,6,-2.2,8.5,NA,NA,FALSE,FALSE
2001-03-07,200137,2001,3,7,2.5,7.6,NA,NA,FALSE,FALSE
2001-03-08,200138,2001,3,8,5,10.7,NA,NA,FALSE,FALSE
2001-03-09,200139,2001,3,9,6.7,12.3,NA,NA,FALSE,FALSE
2001-04-01,200141,2001,4,1,5.7,18.3,NA,NA,FALSE,FALSE
2001-04-02,200142,2001,4,2,5.5,21.7,NA,NA,FALSE,FALSE
2001-04-03,200143,2001,4,3,7.8,15.8,NA,NA,FALSE,FALSE
2001-04-04,200144,2001,4,4,4.9,14.5,NA,NA,FALSE,FALSE
2001-04-05,200145,2001,4,5,4.4,11.4,NA,NA,FALSE,FALSE
2001-04-06,200146,2001,4,6,6.2,13.5,NA,NA,FALSE,FALSE
2001-04-07,200147,2001,4,7,6.2,12.7,NA,NA,FALSE,FALSE
2001-04-08,200148,2001,4,8,5,11.6,NA,NA,FALSE,FALSE
2001-04-09,200149,2001,4,9,3.5,9.3,NA,NA,FALSE,FALSE
2001-05-01,200151,2001,5,1,10.5,21.1,NA,NA,FALSE,FALSE
2001-05-02,200152,2001,5,2,9.3,25.6,NA,NA,FALSE,FALSE
2001-05-03,200153,2001,5,3,10.8,23.6,NA,NA,FALSE,FALSE
2001-05-04,200154,2001,5,4,9.2,12,NA,NA,FALSE,FALSE
2001-05-05,200155,2001,5,5,6.5,10,NA,NA,FALSE,FALSE
2001-05-06,200156,2001,5,6,4.2,11.1,NA,NA,FALSE,FALSE
2001-05-07,200157,2001,5,7,7.7,15.6,NA,NA,FALSE,FALSE
2001-05-08,200158,2001,5,8,9.5,17.8,NA,NA,FALSE,FALSE
2001-05-09,200159,2001,5,9,6.2,23.9,NA,NA,FALSE,FALSE
2001-06-01,200161,2001,6,1,9.5,17.7,NA,NA,FALSE,FALSE
2001-06-02,200162,2001,6,2,8,14.4,NA,NA,FALSE,FALSE
2001-06-03,200163,2001,6,3,6.5,10.7,NA,NA,FALSE,FALSE
2001-06-04,200164,2001,6,4,6.9,14,NA,NA,FALSE,FALSE
2001-06-05,200165,2001,6,5,8.7,20.9,NA,NA,FALSE,FALSE
2001-06-06,200166,2001,6,6,11.9,20.1,NA,NA,FALSE,FALSE
2001-06-07,200167,2001,6,7,9.8,18.6,NA,NA,FALSE,FALSE
2001-06-08,200168,2001,6,8,9.1,15.7,NA,NA,FALSE,FALSE
2001-06-09,200169,2001,6,9,5.7,17.5,NA,NA,FALSE,FALSE
2001-07-01,200171,2001,7,1,10.2,25.5,NA,NA,FALSE,FALSE
2001-07-02,200172,2001,7,2,10.2,25.3,NA,NA,FALSE,FALSE
2001-07-03,200173,2001,7,3,8,27.5,NA,NA,FALSE,FALSE
2001-07-04,200174,2001,7,4,9.5,28,NA,NA,FALSE,FALSE
2001-07-05,200175,2001,7,5,12.5,31.7,NA,NA,FALSE,FALSE
2001-07-06,200176,2001,7,6,15.2,30.8,NA,NA,FALSE,FALSE
2001-07-07,200177,2001,7,7,16.3,26.5,NA,NA,FALSE,FALSE
2001-07-08,200178,2001,7,8,14.8,20.8,NA,NA,FALSE,FALSE
2001-07-09,200179,2001,7,9,12.3,25,NA,NA,FALSE,FALSE
2001-08-01,200181,2001,8,1,11.7,27.8,NA,NA,FALSE,FALSE
2001-08-02,200182,2001,8,2,12,29,NA,NA,FALSE,FALSE
2001-08-03,200183,2001,8,3,15,25,NA,NA,FALSE,FALSE
2001-08-04,200184,2001,8,4,14,21,NA,NA,FALSE,FALSE
2001-08-05,200185,2001,8,5,14,21,NA,NA,FALSE,FALSE
2001-08-06,200186,2001,8,6,14.5,20.5,NA,NA,FALSE,FALSE
2001-08-07,200187,2001,8,7,15,20.5,NA,NA,FALSE,FALSE
2001-08-08,200188,2001,8,8,14,20,NA,NA,FALSE,FALSE
2001-08-09,200189,2001,8,9,14,20.5,NA,NA,FALSE,FALSE
2001-09-01,200191,2001,9,1,8.5,20,NA,NA,FALSE,FALSE
2001-09-02,200192,2001,9,2,5.5,25.3,NA,NA,FALSE,FALSE
2001-09-03,200193,2001,9,3,13.3,18.3,NA,NA,FALSE,FALSE
2001-09-04,200194,2001,9,4,11,19,NA,NA,FALSE,FALSE
2001-09-05,200195,2001,9,5,8.5,15.5,NA,NA,FALSE,FALSE
2001-09-06,200196,2001,9,6,8.6,15.7,NA,NA,FALSE,FALSE
2001-09-07,200197,2001,9,7,11.9,15.3,NA,NA,FALSE,FALSE
2001-09-08,200198,2001,9,8,8.7,16.7,NA,NA,FALSE,FALSE
2001-09-09,200199,2001,9,9,7.7,13.4,NA,NA,FALSE,FALSE
2002-01-01,200211,2002,1,1,-7.3,2.8,NA,NA,FALSE,FALSE
2002-01-02,200212,2002,1,2,-9,1,NA,NA,FALSE,FALSE
2002-01-03,200213,2002,1,3,-7.3,-0.7,NA,NA,FALSE,FALSE
2002-01-04,200214,2002,1,4,-8,-3.3,NA,NA,FALSE,FALSE
2002-01-05,200215,2002,1,5,-9.6,-2.5,NA,NA,FALSE,FALSE
2002-01-06,200216,2002,1,6,-8.8,0.7,NA,NA,FALSE,FALSE
2002-01-07,200217,2002,1,7,0.3,1.1,NA,NA,FALSE,FALSE
2002-01-08,200218,2002,1,8,-2.8,1.8,NA,NA,FALSE,FALSE
2002-01-09,200219,2002,1,9,-4.8,-0.8,NA,NA,FALSE,FALSE
2002-02-01,200221,2002,2,1,7.5,13.5,NA,NA,FALSE,FALSE
2002-02-02,200222,2002,2,2,9.3,19,NA,NA,FALSE,FALSE
2002-02-03,200223,2002,2,3,5,17,NA,NA,FALSE,FALSE
2002-02-04,200224,2002,2,4,5.8,12.3,NA,NA,FALSE,FALSE
2002-02-05,200225,2002,2,5,8.3,13.3,NA,NA,FALSE,FALSE
2002-02-06,200226,2002,2,6,3.8,10.5,NA,NA,FALSE,FALSE
2002-02-07,200227,2002,2,7,4,9,NA,NA,FALSE,FALSE
2002-02-08,200228,2002,2,8,4,11,NA,NA,FALSE,FALSE
2002-02-09,200229,2002,2,9,7,12.3,NA,NA,FALSE,FALSE
2002-03-01,200231,2002,3,1,0.3,9.5,NA,NA,FALSE,FALSE
2002-03-02,200232,2002,3,2,-3.5,7.8,NA,NA,FALSE,FALSE
2002-03-03,200233,2002,3,3,-2.5,9.5,NA,NA,FALSE,FALSE
2002-03-04,200234,2002,3,4,-1,9.5,NA,NA,FALSE,FALSE
2002-03-05,200235,2002,3,5,-2.7,14.5,NA,NA,FALSE,FALSE
2002-03-06,200236,2002,3,6,1,10.8,NA,NA,FALSE,FALSE
2002-03-07,200237,2002,3,7,5.5,13.3,NA,NA,FALSE,FALSE
2002-03-08,200238,2002,3,8,1.3,17,NA,NA,FALSE,FALSE
2002-03-09,200239,2002,3,9,3.8,11,NA,NA,FALSE,FALSE
2002-04-01,200241,2002,4,1,6.3,20.3,NA,NA,FALSE,FALSE
2002-04-02,200242,2002,4,2,3.5,20.8,NA,NA,FALSE,FALSE
2002-04-03,200243,2002,4,3,3.5,20.8,NA,NA,FALSE,FALSE
2002-04-04,200244,2002,4,4,3,19.3,NA,NA,FALSE,FALSE
2002-04-05,200245,2002,4,5,-1.5,16,NA,NA,FALSE,FALSE
2002-04-06,200246,2002,4,6,-0.7,12.3,NA,NA,FALSE,FALSE
2002-04-07,200247,2002,4,7,-4,14.8,NA,NA,FALSE,FALSE
2002-04-08,200248,2002,4,8,-1.7,15.5,NA,NA,FALSE,FALSE
2002-04-09,200249,2002,4,9,-2,14.8,NA,NA,FALSE,FALSE
2002-05-01,200251,2002,5,1,10.3,18.5,NA,NA,FALSE,FALSE
2002-05-02,200252,2002,5,2,6,15.8,NA,NA,FALSE,FALSE
2002-05-03,200253,2002,5,3,5,11.3,NA,NA,FALSE,FALSE
2002-05-04,200254,2002,5,4,6.3,8.3,NA,NA,FALSE,FALSE
2002-05-05,200255,2002,5,5,3.8,10,NA,NA,FALSE,FALSE
2002-05-06,200256,2002,5,6,2,24.3,NA,NA,FALSE,FALSE
2002-05-07,200257,2002,5,7,4,23,NA,NA,FALSE,FALSE
2002-05-08,200258,2002,5,8,4.3,35.5,NA,NA,FALSE,FALSE
2002-05-09,200259,2002,5,9,9.3,27.5,NA,NA,FALSE,FALSE
2002-06-01,200261,2002,6,1,3.8,26.5,NA,NA,FALSE,FALSE
2002-06-02,200262,2002,6,2,5.5,25.5,NA,NA,FALSE,FALSE
2002-06-03,200263,2002,6,3,8.3,27.3,NA,NA,FALSE,FALSE
2002-06-04,200264,2002,6,4,11.3,27.8,NA,NA,FALSE,FALSE
2002-06-05,200265,2002,6,5,13,24.5,NA,NA,FALSE,FALSE
2002-06-06,200266,2002,6,6,12.5,26.8,NA,NA,FALSE,FALSE
2002-06-07,200267,2002,6,7,12.8,22,NA,NA,FALSE,FALSE
2002-06-08,200268,2002,6,8,11.3,23.5,NA,NA,FALSE,FALSE
2002-06-09,200269,2002,6,9,9.8,24.8,NA,NA,FALSE,FALSE
2002-07-01,200271,2002,7,1,11.3,16.5,NA,NA,FALSE,FALSE
2002-07-02,200272,2002,7,2,10.8,21.8,NA,NA,FALSE,FALSE
2002-07-03,200273,2002,7,3,12,20.3,NA,NA,FALSE,FALSE
2002-07-04,200274,2002,7,4,12.3,23,NA,NA,FALSE,FALSE
2002-07-05,200275,2002,7,5,9,25.5,NA,NA,FALSE,FALSE
2002-07-06,200276,2002,7,6,12,21.8,NA,NA,FALSE,FALSE
2002-07-07,200277,2002,7,7,12.3,25.8,NA,NA,FALSE,FALSE
2002-07-08,200278,2002,7,8,10.3,31.3,NA,NA,FALSE,FALSE
2002-07-09,200279,2002,7,9,12.8,32.8,NA,NA,FALSE,FALSE
2002-08-01,200281,2002,8,1,14.5,23,NA,NA,FALSE,FALSE
2002-08-02,200282,2002,8,2,13.3,29.3,NA,NA,FALSE,FALSE
2002-08-03,200283,2002,8,3,10.5,20,NA,NA,FALSE,FALSE
2002-08-04,200284,2002,8,4,12.5,27.5,NA,NA,FALSE,FALSE
2002-08-05,200285,2002,8,5,10.8,25,NA,NA,FALSE,FALSE
2002-08-06,200286,2002,8,6,8.3,21.8,NA,NA,FALSE,FALSE
2002-08-07,200287,2002,8,7,13.8,22.8,NA,NA,FALSE,FALSE
2002-08-08,200288,2002,8,8,12,26,NA,NA,FALSE,FALSE
2002-08-09,200289,2002,8,9,12.8,25.5,NA,NA,FALSE,FALSE
2002-09-01,200291,2002,9,1,9.5,20.5,NA,NA,FALSE,FALSE
2002-09-02,200292,2002,9,2,5.3,22.8,NA,NA,FALSE,FALSE
2002-09-03,200293,2002,9,3,6.8,23,NA,NA,FALSE,FALSE
2002-09-04,200294,2002,9,4,10.8,23.3,NA,NA,FALSE,FALSE
2002-09-05,200295,2002,9,5,10.5,26.3,NA,NA,FALSE,FALSE
2002-09-06,200296,2002,9,6,9.8,24.8,NA,NA,FALSE,FALSE
2002-09-07,200297,2002,9,7,12,24.3,NA,NA,FALSE,FALSE
2002-09-08,200298,2002,9,8,9.5,26,NA,NA,FALSE,FALSE
2002-09-09,200299,2002,9,9,11.5,30,NA,NA,FALSE,FALSE
2003-01-01,200311,2003,1,1,-1.3,9.7,NA,NA,FALSE,FALSE
2003-01-02,200312,2003,1,2,7.4,13.6,NA,NA,FALSE,FALSE
2003-01-03,200313,2003,1,3,4.8,11,NA,NA,FALSE,FALSE
2003-01-04,200314,2003,1,4,-2,5.3,NA,NA,FALSE,FALSE
2003-01-05,200315,2003,1,5,-4,1.5,NA,NA,FALSE,FALSE
2003-01-06,200316,2003,1,6,-6,0.5,NA,NA,FALSE,FALSE
2003-01-07,200317,2003,1,7,-14.7,-1.7,NA,NA,FALSE,FALSE
2003-01-08,200318,2003,1,8,-17,-1.7,NA,NA,FALSE,FALSE
2003-01-09,200319,2003,1,9,-16.7,-2.7,NA,NA,FALSE,FALSE
2003-02-01,200321,2003,2,1,-9,0.5,NA,NA,FALSE,FALSE
2003-02-02,200322,2003,2,2,-2.2,4.3,NA,NA,FALSE,FALSE
2003-02-03,200323,2003,2,3,0.3,4,NA,NA,FALSE,FALSE
2003-02-04,200324,2003,2,4,-1.2,3.8,NA,NA,FALSE,FALSE
2003-02-05,200325,2003,2,5,0,2.8,NA,NA,FALSE,FALSE
2003-02-06,200326,2003,2,6,-3.2,5.5,NA,NA,FALSE,FALSE
2003-02-07,200327,2003,2,7,-0.5,2.8,NA,NA,FALSE,FALSE
2003-02-08,200328,2003,2,8,1.3,6.5,NA,NA,FALSE,FALSE
2003-02-09,200329,2003,2,9,-1.7,5,NA,NA,FALSE,FALSE
2003-03-01,200331,2003,3,1,4.8,12.3,NA,NA,FALSE,FALSE
2003-03-02,200332,2003,3,2,5.3,10.3,NA,NA,FALSE,FALSE
2003-03-03,200333,2003,3,3,0.8,7.8,NA,NA,FALSE,FALSE
2003-03-04,200334,2003,3,4,-1.7,13,NA,NA,FALSE,FALSE
2003-03-05,200335,2003,3,5,6.8,16,NA,NA,FALSE,FALSE
2003-03-06,200336,2003,3,6,3,10,NA,NA,FALSE,FALSE
2003-03-07,200337,2003,3,7,-0.2,12,NA,NA,FALSE,FALSE
2003-03-08,200338,2003,3,8,4,12.5,NA,NA,FALSE,FALSE
2003-03-09,200339,2003,3,9,7,19,NA,NA,FALSE,FALSE
2003-04-01,200341,2003,4,1,-0.5,19,NA,NA,FALSE,FALSE
2003-04-02,200342,2003,4,2,2.5,9,NA,NA,FALSE,FALSE
2003-04-03,200343,2003,4,3,1,9,NA,NA,FALSE,FALSE
2003-04-04,200344,2003,4,4,-0.5,12,NA,NA,FALSE,FALSE
2003-04-05,200345,2003,4,5,4.5,12,NA,NA,FALSE,FALSE
2003-04-06,200346,2003,4,6,-1.2,10,NA,NA,FALSE,FALSE
2003-04-07,200347,2003,4,7,-4.7,9.5,NA,NA,FALSE,FALSE
2003-04-08,200348,2003,4,8,-7.7,9.8,NA,NA,FALSE,FALSE
2003-04-09,200349,2003,4,9,-7.7,9.8,NA,NA,FALSE,FALSE
2003-05-01,200351,2003,5,1,8.5,18.8,NA,NA,FALSE,FALSE
2003-05-02,200352,2003,5,2,6.8,23.3,NA,NA,FALSE,FALSE
2003-05-03,200353,2003,5,3,6,19.8,NA,NA,FALSE,FALSE
2003-05-04,200354,2003,5,4,4,27.3,NA,NA,FALSE,FALSE
2003-05-05,200355,2003,5,5,12.5,29.3,NA,NA,FALSE,FALSE
2003-05-06,200356,2003,5,6,10,16,NA,NA,FALSE,FALSE
2003-05-07,200357,2003,5,7,7,25,NA,NA,FALSE,FALSE
2003-05-08,200358,2003,5,8,6.3,27.3,NA,NA,FALSE,FALSE
2003-05-09,200359,2003,5,9,8.5,24.5,NA,NA,FALSE,FALSE
2003-06-01,200361,2003,6,1,12.5,29.3,NA,NA,FALSE,FALSE
2003-06-02,200362,2003,6,2,14,31.5,NA,NA,FALSE,FALSE
2003-06-03,200363,2003,6,3,13.3,32,NA,NA,FALSE,FALSE
2003-06-04,200364,2003,6,4,16.3,33.3,NA,NA,FALSE,FALSE
2003-06-05,200365,2003,6,5,12.5,28.5,NA,NA,FALSE,FALSE
2003-06-06,200366,2003,6,6,9.8,31.3,NA,NA,FALSE,FALSE
2003-06-07,200367,2003,6,7,12.5,33.5,NA,NA,FALSE,FALSE
2003-06-08,200368,2003,6,8,12.3,32,NA,NA,FALSE,FALSE
2003-06-09,200369,2003,6,9,7.3,28,NA,NA,FALSE,FALSE
2003-07-01,200371,2003,7,1,11.3,24.5,NA,NA,FALSE,FALSE
2003-07-02,200372,2003,7,2,11.8,23.8,NA,NA,FALSE,FALSE
2003-07-03,200373,2003,7,3,12.5,22.5,NA,NA,FALSE,FALSE
2003-07-04,200374,2003,7,4,12.5,21.3,NA,NA,FALSE,FALSE
2003-07-05,200375,2003,7,5,13.5,17,NA,NA,FALSE,FALSE
2003-07-06,200376,2003,7,6,11.5,26.5,NA,NA,FALSE,FALSE
2003-07-07,200377,2003,7,7,10.3,28,NA,NA,FALSE,FALSE
2003-07-08,200378,2003,7,8,9.5,29.5,NA,NA,FALSE,FALSE
2003-07-09,200379,2003,7,9,12.5,24.8,NA,NA,FALSE,FALSE
2003-08-01,200381,2003,8,1,11.8,31.3,NA,NA,FALSE,FALSE
2003-08-02,200382,2003,8,2,13.8,33.5,NA,NA,FALSE,FALSE
2003-08-03,200383,2003,8,3,16.8,33.8,NA,NA,FALSE,FALSE
2003-08-04,200384,2003,8,4,14.8,35.5,NA,NA,FALSE,FALSE
2003-08-05,200385,2003,8,5,13.5,35.3,NA,NA,FALSE,FALSE
2003-08-06,200386,2003,8,6,14,37.3,NA,NA,FALSE,FALSE
2003-08-07,200387,2003,8,7,15.5,39.5,NA,NA,FALSE,FALSE
2003-08-08,200388,2003,8,8,16.3,38.8,NA,NA,FALSE,FALSE
2003-08-09,200389,2003,8,9,15.8,35.8,NA,NA,FALSE,FALSE
2003-09-01,200391,2003,9,1,5.3,20.3,NA,NA,FALSE,FALSE
2003-09-02,200392,2003,9,2,4.3,20.5,NA,NA,FALSE,FALSE
2003-09-03,200393,2003,9,3,2.3,22.5,NA,NA,FALSE,FALSE
2003-09-04,200394,2003,9,4,4,24.5,NA,NA,FALSE,FALSE
2003-09-05,200395,2003,9,5,7.5,24.8,NA,NA,FALSE,FALSE
2003-09-06,200396,2003,9,6,13,25,NA,NA,FALSE,FALSE
2003-09-07,200397,2003,9,7,12,21.3,NA,NA,FALSE,FALSE
2003-09-08,200398,2003,9,8,7.8,21.5,NA,NA,FALSE,FALSE
2003-09-09,200399,2003,9,9,5.3,21.8,NA,NA,FALSE,FALSE
2004-01-01,200411,2004,1,1,-6.5,0,NA,NA,FALSE,FALSE
2004-01-02,200412,2004,1,2,-9.5,1.3,NA,NA,FALSE,FALSE
2004-01-03,200413,2004,1,3,-12,-2,NA,NA,FALSE,FALSE
2004-01-04,200414,2004,1,4,-7.2,3,NA,NA,FALSE,FALSE
2004-01-05,200415,2004,1,5,1.8,5.3,NA,NA,FALSE,FALSE
2004-01-06,200416,2004,1,6,1.8,6.8,NA,NA,FALSE,FALSE
2004-01-07,200417,2004,1,7,2,9.3,NA,NA,FALSE,FALSE
2004-01-08,200418,2004,1,8,2,6.3,NA,NA,FALSE,FALSE
2004-01-09,200419,2004,1,9,4,9,NA,NA,FALSE,FALSE
2004-02-01,200421,2004,2,1,6.6,11.9,NA,NA,FALSE,FALSE
2004-02-02,200422,2004,2,2,9.5,12.2,NA,NA,FALSE,FALSE
2004-02-03,200423,2004,2,3,7.3,16.1,NA,NA,FALSE,FALSE
2004-02-04,200424,2004,2,4,11.5,15.8,NA,NA,FALSE,FALSE
2004-02-05,200425,2004,2,5,11.3,16.8,NA,NA,FALSE,FALSE
2004-02-06,200426,2004,2,6,8,16,NA,NA,FALSE,FALSE
2004-02-07,200427,2004,2,7,3.8,12.5,NA,NA,FALSE,FALSE
2004-02-08,200428,2004,2,8,1.8,6.3,NA,NA,FALSE,FALSE
2004-02-09,200429,2004,2,9,0.5,5.5,NA,NA,FALSE,FALSE
2004-03-01,200431,2004,3,1,-7.2,4.3,NA,NA,FALSE,FALSE
2004-03-02,200432,2004,3,2,1.8,1.8,NA,NA,FALSE,FALSE
2004-03-03,200433,2004,3,3,-3,9.8,NA,NA,FALSE,FALSE
2004-03-04,200434,2004,3,4,-3.5,10.8,NA,NA,FALSE,FALSE
2004-03-05,200435,2004,3,5,-0.5,8.5,NA,NA,FALSE,FALSE
2004-03-06,200436,2004,3,6,-0.7,2.8,NA,NA,FALSE,FALSE
2004-03-07,200437,2004,3,7,0.5,7.5,NA,NA,FALSE,FALSE
2004-03-08,200438,2004,3,8,-0.2,8.5,NA,NA,FALSE,FALSE
2004-03-09,200439,2004,3,9,-2,3.8,NA,NA,FALSE,FALSE
2004-04-01,200441,2004,4,1,6,26.5,NA,NA,FALSE,FALSE
2004-04-02,200442,2004,4,2,8.3,21,NA,NA,FALSE,FALSE
2004-04-03,200443,2004,4,3,9,15.8,NA,NA,FALSE,FALSE
2004-04-04,200444,2004,4,4,6.8,15.5,NA,NA,FALSE,FALSE
2004-04-05,200445,2004,4,5,5.5,12.8,NA,NA,FALSE,FALSE
2004-04-06,200446,2004,4,6,2.8,9,NA,NA,FALSE,FALSE
2004-04-07,200447,2004,4,7,2.5,8.5,NA,NA,FALSE,FALSE
2004-04-08,200448,2004,4,8,3.3,19.3,NA,NA,FALSE,FALSE
2004-04-09,200449,2004,4,9,3.5,8.3,NA,NA,FALSE,FALSE
2004-05-01,200451,2004,5,1,9.8,21.3,NA,NA,FALSE,FALSE
2004-05-02,200452,2004,5,2,7.5,21.5,NA,NA,FALSE,FALSE
2004-05-03,200453,2004,5,3,6.5,23,NA,NA,FALSE,FALSE
2004-05-04,200454,2004,5,4,6.5,19.3,NA,NA,FALSE,FALSE
2004-05-05,200455,2004,5,5,5,18.3,NA,NA,FALSE,FALSE
2004-05-06,200456,2004,5,6,1.5,20.3,NA,NA,FALSE,FALSE
2004-05-07,200457,2004,5,7,5.5,9.8,NA,NA,FALSE,FALSE
2004-05-08,200458,2004,5,8,4.5,9.5,NA,NA,FALSE,FALSE
2004-05-09,200459,2004,5,9,7,14.3,NA,NA,FALSE,FALSE
2004-06-01,200461,2004,6,1,8.5,28,NA,NA,FALSE,FALSE
2004-06-02,200462,2004,6,2,6.8,22.5,NA,NA,FALSE,FALSE
2004-06-03,200463,2004,6,3,11,22.5,NA,NA,FALSE,FALSE
2004-06-04,200464,2004,6,4,11,15,NA,NA,FALSE,FALSE
2004-06-05,200465,2004,6,5,10,16,NA,NA,FALSE,FALSE
2004-06-06,200466,2004,6,6,6.3,27.3,NA,NA,FALSE,FALSE
2004-06-07,200467,2004,6,7,7.5,30,NA,NA,FALSE,FALSE
2004-06-08,200468,2004,6,8,11.3,35.5,NA,NA,FALSE,FALSE
2004-06-09,200469,2004,6,9,15.5,34,NA,NA,FALSE,FALSE
2004-07-01,200471,2004,7,1,12.5,22.3,NA,NA,FALSE,FALSE
2004-07-02,200472,2004,7,2,8.8,21.3,NA,NA,FALSE,FALSE
2004-07-03,200473,2004,7,3,11.5,23.8,NA,NA,FALSE,FALSE
2004-07-04,200474,2004,7,4,7.8,21.8,NA,NA,FALSE,FALSE
2004-07-05,200475,2004,7,5,11.5,23.3,NA,NA,FALSE,FALSE
2004-07-06,200476,2004,7,6,6.8,26,NA,NA,FALSE,FALSE
2004-07-07,200477,2004,7,7,6.3,24.8,NA,NA,FALSE,FALSE
2004-07-08,200478,2004,7,8,13.5,23.8,NA,NA,FALSE,FALSE
2004-07-09,200479,2004,7,9,11.5,22.5,NA,NA,FALSE,FALSE
2004-08-01,200481,2004,8,1,12.3,29,NA,NA,FALSE,FALSE
2004-08-02,200482,2004,8,2,10.5,29.5,NA,NA,FALSE,FALSE
2004-08-03,200483,2004,8,3,11,31.3,NA,NA,FALSE,FALSE
2004-08-04,200484,2004,8,4,14.3,23.5,NA,NA,FALSE,FALSE
2004-08-05,200485,2004,8,5,13.3,31,NA,NA,FALSE,FALSE
2004-08-06,200486,2004,8,6,12.5,33.5,NA,NA,FALSE,FALSE
2004-08-07,200487,2004,8,7,16.5,29,NA,NA,FALSE,FALSE
2004-08-08,200488,2004,8,8,16.8,29,NA,NA,FALSE,FALSE
2004-08-09,200489,2004,8,9,16.5,30.8,NA,NA,FALSE,FALSE
2004-09-01,200491,2004,9,1,6.5,20.8,NA,NA,FALSE,FALSE
2004-09-02,200492,2004,9,2,7.3,23.5,NA,NA,FALSE,FALSE
2004-09-03,200493,2004,9,3,12,29,NA,NA,FALSE,FALSE
2004-09-04,200494,2004,9,4,11.3,29.3,NA,NA,FALSE,FALSE
2004-09-05,200495,2004,9,5,10.8,27.3,NA,NA,FALSE,FALSE
2004-09-06,200496,2004,9,6,9,27.3,NA,NA,FALSE,FALSE
2004-09-07,200497,2004,9,7,8.5,26.3,NA,NA,FALSE,FALSE
2004-09-08,200498,2004,9,8,8.8,25,NA,NA,FALSE,FALSE
2004-09-09,200499,2004,9,9,5.5,22.8,NA,NA,FALSE,FALSE
2005-01-01,200511,2005,1,1,5,9.3,NA,NA,FALSE,FALSE
2005-01-02,200512,2005,1,2,3.3,10.5,NA,NA,FALSE,FALSE
2005-01-03,200513,2005,1,3,3.5,7.5,NA,NA,FALSE,FALSE
2005-01-04,200514,2005,1,4,3.8,10.5,NA,NA,FALSE,FALSE
2005-01-05,200515,2005,1,5,4.3,6.8,NA,NA,FALSE,FALSE
2005-01-06,200516,2005,1,6,4,10.3,NA,NA,FALSE,FALSE
2005-01-07,200517,2005,1,7,2.5,12.3,NA,NA,FALSE,FALSE
2005-01-08,200518,2005,1,8,5.8,10.5,NA,NA,FALSE,FALSE
2005-01-09,200519,2005,1,9,4.8,10.5,NA,NA,FALSE,FALSE
2005-02-01,200521,2005,2,1,1.9,5.3,NA,NA,FALSE,FALSE
2005-02-02,200522,2005,2,2,2.5,5.3,NA,NA,FALSE,FALSE
2005-02-03,200523,2005,2,3,2,5.5,NA,NA,FALSE,FALSE
2005-02-04,200524,2005,2,4,-2.5,8,NA,NA,FALSE,FALSE
